"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","Delaware","10","2014","2014","Male","M",Suppressed,58183,Suppressed
,"55-64 years","55-64","Delaware","10","2015","2015","Female","F",Suppressed,67884,Suppressed
,"55-64 years","55-64","Delaware","10","2015","2015","Male","M",13,59904,Unreliable
,"55-64 years","55-64","Delaware","10","2016","2016","Female","F",Suppressed,69556,Suppressed
,"55-64 years","55-64","Delaware","10","2016","2016","Male","M",Suppressed,61089,Suppressed
,"55-64 years","55-64","Delaware","10","2017","2017","Female","F",Suppressed,70791,Suppressed
,"55-64 years","55-64","Delaware","10","2017","2017","Male","M",Suppressed,62435,Suppressed
,"55-64 years","55-64","Delaware","10","2018","2018","Female","F",Suppressed,72038,Suppressed
,"55-64 years","55-64","Delaware","10","2018","2018","Male","M",Suppressed,63601,Suppressed
,"55-64 years","55-64","Delaware","10","2019","2019","Female","F",Suppressed,73132,Suppressed
,"55-64 years","55-64","Delaware","10","2019","2019","Male","M",12,64598,Unreliable
,"55-64 years","55-64","Delaware","10","2020","2020","Female","F",Suppressed,74361,Suppressed
,"55-64 years","55-64","Delaware","10","2020","2020","Male","M",Suppressed,65399,Suppressed
,"55-64 years","55-64","District of Columbia","11","1999","1999","Female","F",Suppressed,26467,Suppressed
,"55-64 years","55-64","District of Columbia","11","1999","1999","Male","M",Suppressed,22242,Suppressed
,"55-64 years","55-64","District of Columbia","11","2000","2000","Female","F",Suppressed,27056,Suppressed
,"55-64 years","55-64","District of Columbia","11","2000","2000","Male","M",Suppressed,22727,Suppressed
,"55-64 years","55-64","District of Columbia","11","2001","2001","Female","F",Suppressed,27777,Suppressed
,"55-64 years","55-64","District of Columbia","11","2001","2001","Male","M",Suppressed,23313,Suppressed
,"55-64 years","55-64","District of Columbia","11","2002","2002","Female","F",Suppressed,29055,Suppressed
,"55-64 years","55-64","District of Columbia","11","2002","2002","Male","M",Suppressed,24507,Suppressed
,"55-64 years","55-64","District of Columbia","11","2003","2003","Female","F",Suppressed,29981,Suppressed
,"55-64 years","55-64","District of Columbia","11","2003","2003","Male","M",Suppressed,25100,Suppressed
,"55-64 years","55-64","District of Columbia","11","2004","2004","Female","F",Suppressed,30978,Suppressed
,"55-64 years","55-64","District of Columbia","11","2004","2004","Male","M",Suppressed,25756,Suppressed
,"55-64 years","55-64","District of Columbia","11","2005","2005","Female","F",Suppressed,31726,Suppressed
,"55-64 years","55-64","District of Columbia","11","2005","2005","Male","M",Suppressed,26523,Suppressed
,"55-64 years","55-64","District of Columbia","11","2006","2006","Female","F",Suppressed,32512,Suppressed
,"55-64 years","55-64","District of Columbia","11","2006","2006","Male","M",Suppressed,27333,Suppressed
,"55-64 years","55-64","District of Columbia","11","2007","2007","Female","F",Suppressed,33204,Suppressed
,"55-64 years","55-64","District of Columbia","11","2007","2007","Male","M",Suppressed,27694,Suppressed
,"55-64 years","55-64","District of Columbia","11","2008","2008","Female","F",Suppressed,33411,Suppressed
,"55-64 years","55-64","District of Columbia","11","2008","2008","Male","M",Suppressed,28213,Suppressed
,"55-64 years","55-64","District of Columbia","11","2009","2009","Female","F",Suppressed,33928,Suppressed
,"55-64 years","55-64","District of Columbia","11","2009","2009","Male","M",Suppressed,28822,Suppressed
,"55-64 years","55-64","District of Columbia","11","2010","2010","Female","F",Suppressed,34585,Suppressed
,"55-64 years","55-64","District of Columbia","11","2010","2010","Male","M",Suppressed,29392,Suppressed
,"55-64 years","55-64","District of Columbia","11","2011","2011","Female","F",Suppressed,36039,Suppressed
,"55-64 years","55-64","District of Columbia","11","2011","2011","Male","M",Suppressed,30713,Suppressed
,"55-64 years","55-64","District of Columbia","11","2012","2012","Female","F",Suppressed,36526,Suppressed
,"55-64 years","55-64","District of Columbia","11","2012","2012","Male","M",Suppressed,31012,Suppressed
,"55-64 years","55-64","District of Columbia","11","2013","2013","Female","F",Suppressed,36782,Suppressed
,"55-64 years","55-64","District of Columbia","11","2013","2013","Male","M",Suppressed,31822,Suppressed
,"55-64 years","55-64","District of Columbia","11","2014","2014","Female","F",Suppressed,36775,Suppressed
,"55-64 years","55-64","District of Columbia","11","2014","2014","Male","M",Suppressed,32225,Suppressed
,"55-64 years","55-64","District of Columbia","11","2015","2015","Female","F",Suppressed,36934,Suppressed
,"55-64 years","55-64","District of Columbia","11","2015","2015","Male","M",12,32755,Unreliable
,"55-64 years","55-64","District of Columbia","11","2016","2016","Female","F",Suppressed,36915,Suppressed
,"55-64 years","55-64","District of Columbia","11","2016","2016","Male","M",12,33129,Unreliable
,"55-64 years","55-64","District of Columbia","11","2017","2017","Female","F",Suppressed,36983,Suppressed
,"55-64 years","55-64","District of Columbia","11","2017","2017","Male","M",10,33144,Unreliable
,"55-64 years","55-64","District of Columbia","11","2018","2018","Female","F",Suppressed,36838,Suppressed
,"55-64 years","55-64","District of Columbia","11","2018","2018","Male","M",Suppressed,33464,Suppressed
,"55-64 years","55-64","District of Columbia","11","2019","2019","Female","F",Suppressed,36356,Suppressed
,"55-64 years","55-64","District of Columbia","11","2019","2019","Male","M",Suppressed,33520,Suppressed
,"55-64 years","55-64","District of Columbia","11","2020","2020","Female","F",Suppressed,36253,Suppressed
,"55-64 years","55-64","District of Columbia","11","2020","2020","Male","M",12,33546,Unreliable
,"55-64 years","55-64","Florida","12","1999","1999","Female","F",46,800611,5.7
,"55-64 years","55-64","Florida","12","1999","1999","Male","M",37,708839,5.2
,"55-64 years","55-64","Florida","12","2000","2000","Female","F",38,826309,4.6
,"55-64 years","55-64","Florida","12","2000","2000","Male","M",44,732704,6.0
,"55-64 years","55-64","Florida","12","2001","2001","Female","F",40,861219,4.6
,"55-64 years","55-64","Florida","12","2001","2001","Male","M",43,766856,5.6
,"55-64 years","55-64","Florida","12","2002","2002","Female","F",45,915817,4.9
,"55-64 years","55-64","Florida","12","2002","2002","Male","M",34,818394,4.2
,"55-64 years","55-64","Florida","12","2003","2003","Female","F",38,963062,3.9
,"55-64 years","55-64","Florida","12","2003","2003","Male","M",44,862008,5.1
,"55-64 years","55-64","Florida","12","2004","2004","Female","F",34,1015190,3.3
,"55-64 years","55-64","Florida","12","2004","2004","Male","M",55,908588,6.1
,"55-64 years","55-64","Florida","12","2005","2005","Female","F",44,1067296,4.1
,"55-64 years","55-64","Florida","12","2005","2005","Male","M",56,956321,5.9
,"55-64 years","55-64","Florida","12","2006","2006","Female","F",49,1112385,4.4
,"55-64 years","55-64","Florida","12","2006","2006","Male","M",64,995923,6.4
,"55-64 years","55-64","Florida","12","2007","2007","Female","F",51,1145603,4.5
,"55-64 years","55-64","Florida","12","2007","2007","Male","M",81,1026194,7.9
,"55-64 years","55-64","Florida","12","2008","2008","Female","F",48,1170297,4.1
,"55-64 years","55-64","Florida","12","2008","2008","Male","M",79,1047537,7.5
,"55-64 years","55-64","Florida","12","2009","2009","Female","F",51,1201143,4.2
,"55-64 years","55-64","Florida","12","2009","2009","Male","M",86,1073456,8.0
,"55-64 years","55-64","Florida","12","2010","2010","Female","F",54,1234791,4.4
,"55-64 years","55-64","Florida","12","2010","2010","Male","M",77,1102877,7.0
,"55-64 years","55-64","Florida","12","2011","2011","Female","F",61,1284822,4.7
,"55-64 years","55-64","Florida","12","2011","2011","Male","M",85,1148847,7.4
,"55-64 years","55-64","Florida","12","2012","2012","Female","F",76,1302461,5.8
,"55-64 years","55-64","Florida","12","2012","2012","Male","M",106,1161317,9.1
,"55-64 years","55-64","Florida","12","2013","2013","Female","F",76,1324118,5.7
,"55-64 years","55-64","Florida","12","2013","2013","Male","M",117,1182200,9.9
,"55-64 years","55-64","Florida","12","2014","2014","Female","F",75,1360343,5.5
,"55-64 years","55-64","Florida","12","2014","2014","Male","M",134,1213403,11.0
,"55-64 years","55-64","Florida","12","2015","2015","Female","F",90,1401456,6.4
,"55-64 years","55-64","Florida","12","2015","2015","Male","M",162,1252207,12.9
,"55-64 years","55-64","Florida","12","2016","2016","Female","F",97,1438830,6.7
,"55-64 years","55-64","Florida","12","2016","2016","Male","M",178,1288333,13.8
,"55-64 years","55-64","Florida","12","2017","2017","Female","F",97,1476572,6.6
,"55-64 years","55-64","Florida","12","2017","2017","Male","M",183,1321056,13.9
,"55-64 years","55-64","Florida","12","2018","2018","Female","F",129,1503801,8.6
,"55-64 years","55-64","Florida","12","2018","2018","Male","M",232,1350800,17.2
,"55-64 years","55-64","Florida","12","2019","2019","Female","F",114,1523362,7.5
,"55-64 years","55-64","Florida","12","2019","2019","Male","M",239,1374993,17.4
,"55-64 years","55-64","Florida","12","2020","2020","Female","F",135,1543278,8.7
,"55-64 years","55-64","Florida","12","2020","2020","Male","M",257,1399141,18.4
,"55-64 years","55-64","Georgia","13","1999","1999","Female","F",61,334480,18.2
,"55-64 years","55-64","Georgia","13","1999","1999","Male","M",65,308354,21.1
,"55-64 years","55-64","Georgia","13","2000","2000","Female","F",53,343541,15.4
,"55-64 years","55-64","Georgia","13","2000","2000","Male","M",85,317915,26.7
,"55-64 years","55-64","Georgia","13","2001","2001","Female","F",67,359271,18.6
,"55-64 years","55-64","Georgia","13","2001","2001","Male","M",81,332781,24.3
,"55-64 years","55-64","Georgia","13","2002","2002","Female","F",68,385685,17.6
,"55-64 years","55-64","Georgia","13","2002","2002","Male","M",83,356990,23.2
,"55-64 years","55-64","Georgia","13","2003","2003","Female","F",79,408845,19.3
,"55-64 years","55-64","Georgia","13","2003","2003","Male","M",78,378497,20.6
,"55-64 years","55-64","Georgia","13","2004","2004","Female","F",83,431527,19.2
,"55-64 years","55-64","Georgia","13","2004","2004","Male","M",108,397981,27.1
,"55-64 years","55-64","Georgia","13","2005","2005","Female","F",62,456830,13.6
,"55-64 years","55-64","Georgia","13","2005","2005","Male","M",102,419233,24.3
,"55-64 years","55-64","Georgia","13","2006","2006","Female","F",66,481445,13.7
,"55-64 years","55-64","Georgia","13","2006","2006","Male","M",142,438605,32.4
,"55-64 years","55-64","Georgia","13","2007","2007","Female","F",68,505671,13.4
,"55-64 years","55-64","Georgia","13","2007","2007","Male","M",135,457816,29.5
,"55-64 years","55-64","Georgia","13","2008","2008","Female","F",79,524068,15.1
,"55-64 years","55-64","Georgia","13","2008","2008","Male","M",107,473199,22.6
,"55-64 years","55-64","Georgia","13","2009","2009","Female","F",77,545615,14.1
,"55-64 years","55-64","Georgia","13","2009","2009","Male","M",134,490869,27.3
,"55-64 years","55-64","Georgia","13","2010","2010","Female","F",81,563228,14.4
,"55-64 years","55-64","Georgia","13","2010","2010","Male","M",132,506329,26.1
,"55-64 years","55-64","Georgia","13","2011","2011","Female","F",96,587909,16.3
,"55-64 years","55-64","Georgia","13","2011","2011","Male","M",147,528046,27.8
,"55-64 years","55-64","Georgia","13","2012","2012","Female","F",94,598223,15.7
,"55-64 years","55-64","Georgia","13","2012","2012","Male","M",145,536288,27.0
,"55-64 years","55-64","Georgia","13","2013","2013","Female","F",105,608900,17.2
,"55-64 years","55-64","Georgia","13","2013","2013","Male","M",171,546288,31.3
,"55-64 years","55-64","Georgia","13","2014","2014","Female","F",100,621319,16.1
,"55-64 years","55-64","Georgia","13","2014","2014","Male","M",173,557884,31.0
,"55-64 years","55-64","Georgia","13","2015","2015","Female","F",123,636377,19.3
,"55-64 years","55-64","Georgia","13","2015","2015","Male","M",192,572795,33.5
,"55-64 years","55-64","Georgia","13","2016","2016","Female","F",143,650104,22.0
,"55-64 years","55-64","Georgia","13","2016","2016","Male","M",220,586707,37.5
,"55-64 years","55-64","Georgia","13","2017","2017","Female","F",158,663673,23.8
,"55-64 years","55-64","Georgia","13","2017","2017","Male","M",237,599889,39.5
,"55-64 years","55-64","Georgia","13","2018","2018","Female","F",160,674890,23.7
,"55-64 years","55-64","Georgia","13","2018","2018","Male","M",245,610792,40.1
,"55-64 years","55-64","Georgia","13","2019","2019","Female","F",159,685205,23.2
,"55-64 years","55-64","Georgia","13","2019","2019","Male","M",274,622328,44.0
,"55-64 years","55-64","Georgia","13","2020","2020","Female","F",176,692868,25.4
,"55-64 years","55-64","Georgia","13","2020","2020","Male","M",309,630343,49.0
,"55-64 years","55-64","Hawaii","15","1999","1999","Female","F",Suppressed,53218,Suppressed
,"55-64 years","55-64","Hawaii","15","1999","1999","Male","M",Suppressed,50424,Suppressed
,"55-64 years","55-64","Hawaii","15","2000","2000","Female","F",Suppressed,54763,Suppressed
,"55-64 years","55-64","Hawaii","15","2000","2000","Male","M",Suppressed,52198,Suppressed
,"55-64 years","55-64","Hawaii","15","2001","2001","Female","F",Suppressed,57612,Suppressed
,"55-64 years","55-64","Hawaii","15","2001","2001","Male","M",Suppressed,55214,Suppressed
,"55-64 years","55-64","Hawaii","15","2002","2002","Female","F",Suppressed,60961,Suppressed
,"55-64 years","55-64","Hawaii","15","2002","2002","Male","M",Suppressed,59189,Suppressed
,"55-64 years","55-64","Hawaii","15","2003","2003","Female","F",Suppressed,64706,Suppressed
,"55-64 years","55-64","Hawaii","15","2003","2003","Male","M",Suppressed,63073,Suppressed
,"55-64 years","55-64","Hawaii","15","2004","2004","Female","F",Suppressed,69024,Suppressed
,"55-64 years","55-64","Hawaii","15","2004","2004","Male","M",Suppressed,67717,Suppressed
,"55-64 years","55-64","Hawaii","15","2005","2005","Female","F",Suppressed,72788,Suppressed
,"55-64 years","55-64","Hawaii","15","2005","2005","Male","M",Suppressed,71880,Suppressed
,"55-64 years","55-64","Hawaii","15","2006","2006","Female","F",Suppressed,76452,Suppressed
,"55-64 years","55-64","Hawaii","15","2006","2006","Male","M",Suppressed,75481,Suppressed
,"55-64 years","55-64","Hawaii","15","2007","2007","Female","F",Suppressed,80192,Suppressed
,"55-64 years","55-64","Hawaii","15","2007","2007","Male","M",Suppressed,79144,Suppressed
,"55-64 years","55-64","Hawaii","15","2008","2008","Female","F",Suppressed,83355,Suppressed
,"55-64 years","55-64","Hawaii","15","2008","2008","Male","M",Suppressed,82148,Suppressed
,"55-64 years","55-64","Hawaii","15","2009","2009","Female","F",Suppressed,86320,Suppressed
,"55-64 years","55-64","Hawaii","15","2009","2009","Male","M",Suppressed,84759,Suppressed
,"55-64 years","55-64","Hawaii","15","2010","2010","Female","F",Suppressed,88535,Suppressed
,"55-64 years","55-64","Hawaii","15","2010","2010","Male","M",Suppressed,87027,Suppressed
,"55-64 years","55-64","Hawaii","15","2011","2011","Female","F",Suppressed,90635,Suppressed
,"55-64 years","55-64","Hawaii","15","2011","2011","Male","M",Suppressed,88961,Suppressed
,"55-64 years","55-64","Hawaii","15","2012","2012","Female","F",Suppressed,91718,Suppressed
,"55-64 years","55-64","Hawaii","15","2012","2012","Male","M",13,89482,Unreliable
,"55-64 years","55-64","Hawaii","15","2013","2013","Female","F",Suppressed,91114,Suppressed
,"55-64 years","55-64","Hawaii","15","2013","2013","Male","M",Suppressed,88232,Suppressed
,"55-64 years","55-64","Hawaii","15","2014","2014","Female","F",Suppressed,91498,Suppressed
,"55-64 years","55-64","Hawaii","15","2014","2014","Male","M",Suppressed,88291,Suppressed
,"55-64 years","55-64","Hawaii","15","2015","2015","Female","F",Suppressed,91504,Suppressed
,"55-64 years","55-64","Hawaii","15","2015","2015","Male","M",19,87939,Unreliable
,"55-64 years","55-64","Hawaii","15","2016","2016","Female","F",Suppressed,93987,Suppressed
,"55-64 years","55-64","Hawaii","15","2016","2016","Male","M",21,90419,23.2
,"55-64 years","55-64","Hawaii","15","2017","2017","Female","F",Suppressed,93250,Suppressed
