disease_category,age_group,state,gender,changepoint_year,slope1,slope2,change_in_slope,slope2_p_value,significance_label,mean_rate_last_5y,n_years_used,first_year
heart_failure,75-84 years,Hawaii,Total,2003,-0.0124217,0.0016894,0.0141111,0.1136819,no_significant_change,0.220113638,27,1999
heart_failure,55-64 years,West Virginia,Female,2011,-0.0016826,0.0017100,0.0033926,0.0005776,significant_increase,0.046180534,25,1999
heart_failure,65-74 years,Minnesota,Total,2009,-0.0037893,0.0017125,0.0055019,0.0000248,significant_increase,0.072508933,27,1999
ischemic,65-74 years,Nevada,Male,2007,-0.1010062,0.0017401,0.1027463,0.6049432,no_significant_change,1.125373929,27,1999
ischemic,55-64 years,Alaska,Total,2006,-0.0189108,0.0017506,0.0206614,0.2948456,no_significant_change,0.308724605,27,1999
heart_failure,55-64 years,Kentucky,Female,2011,-0.0014911,0.0017536,0.0032447,0.0012786,significant_increase,0.055193602,27,1999
heart_failure,65-74 years,Hawaii,Total,2021,-0.0013305,0.0017661,0.0030967,0.4260704,no_significant_change,0.069731618,11,2004
heart_failure,55-64 years,Texas,Total,2011,-0.0002873,0.0017720,0.0020593,0.0000000,significant_increase,0.057413211,27,1999
heart_failure,55-64 years,Arizona,Female,2014,-0.0003330,0.0017821,0.0021152,0.0000001,significant_increase,0.024422398,21,1999
heart_failure,65-74 years,Minnesota,Female,2009,-0.0030472,0.0017886,0.0048358,0.0007413,significant_increase,0.059850655,27,1999
heart_failure,55-64 years,Michigan,Total,2011,-0.0000279,0.0018075,0.0018354,0.0000000,significant_increase,0.047406192,27,1999
heart_failure,55-64 years,New Jersey,Male,2013,-0.0001634,0.0018196,0.0019830,0.0000000,significant_increase,0.039670161,27,1999
heart_failure,55-64 years,Nevada,Female,2013,-0.0018498,0.0018209,0.0036707,0.0017608,significant_increase,0.034214357,20,2002
heart_failure,65-74 years,Massachusetts,Male,2010,-0.0041500,0.0018413,0.0059913,0.0007365,significant_increase,0.114380291,27,1999
heart_failure,55-64 years,Illinois,Total,2011,0.0001801,0.0018462,0.0016661,0.0000000,significant_increase,0.056040776,27,1999
heart_failure,55-64 years,Wisconsin,Total,2015,-0.0003245,0.0018467,0.0021711,0.0000000,significant_increase,0.033311535,27,1999
ischemic,55-64 years,Maine,Female,2011,-0.0114981,0.0018596,0.0133578,0.1378840,no_significant_change,0.120884307,27,1999
heart_failure,55-64 years,Indiana,Female,2011,-0.0008981,0.0018901,0.0027882,0.0000009,significant_increase,0.047057551,27,1999
heart_failure,55-64 years,Florida,Total,2010,0.0002569,0.0018991,0.0016422,0.0000000,significant_increase,0.040476947,27,1999
ischemic,65-74 years,Kansas,Female,2010,-0.0398853,0.0019158,0.0418011,0.3578125,no_significant_change,0.396005155,27,1999
heart_failure,65-74 years,Colorado,Female,2010,-0.0041219,0.0019241,0.0060460,0.0032929,significant_increase,0.065920414,27,1999
heart_failure,75-84 years,Vermont,Female,2006,-0.0132754,0.0019455,0.0152209,0.3382350,no_significant_change,0.251541061,20,1999
heart_failure,65-74 years,Maryland,Female,2011,-0.0026555,0.0019740,0.0046295,0.0000119,significant_increase,0.06600915,27,1999
heart_failure,55-64 years,South Carolina,Female,2015,-0.0000069,0.0019965,0.0020034,0.0004755,significant_increase,0.059317731,27,1999
ischemic,55-64 years,Rhode Island,Male,2016,-0.0241163,0.0020283,0.0261446,0.7125350,no_significant_change,0.411249027,27,1999
heart_failure,55-64 years,California,Total,2012,-0.0000035,0.0020575,0.0020610,0.0000000,significant_increase,0.044378247,27,1999
heart_failure,65-74 years,New York,Male,2010,-0.0029219,0.0020744,0.0049963,0.0000001,significant_increase,0.098116,27,1999
heart_failure,55-64 years,Ohio,Total,2007,-0.0015969,0.0021023,0.0036992,0.0000000,significant_increase,0.053811869,27,1999
heart_failure,65-74 years,Maine,Male,2004,-0.0127402,0.0021146,0.0148548,0.0023498,significant_increase,0.105444135,26,1999
ischemic,65-74 years,Kansas,Male,2009,-0.0796777,0.0021219,0.0817996,0.4899463,no_significant_change,0.97046347,27,1999
heart_failure,65-74 years,Minnesota,Male,2011,-0.0038415,0.0021245,0.0059661,0.0001047,significant_increase,0.085809193,27,1999
heart_failure,55-64 years,Georgia,Female,2008,-0.0014255,0.0021311,0.0035566,0.0000000,significant_increase,0.068613823,27,1999
heart_failure,55-64 years,Connecticut,Female,2018,-0.0003859,0.0021322,0.0025182,0.0000000,significant_increase,0.021391371,18,1999
heart_failure,55-64 years,Washington,Male,2011,-0.0001803,0.0021474,0.0023277,0.0000000,significant_increase,0.039820065,26,1999
ischemic,65-74 years,Hawaii,Male,2010,-0.0527618,0.0021592,0.0549210,0.5706959,no_significant_change,0.854952779,27,1999
heart_failure,55-64 years,Virginia,Total,2010,-0.0004058,0.0021893,0.0025951,0.0000000,significant_increase,0.056189229,27,1999
heart_failure,55-64 years,Pennsylvania,Male,2012,-0.0001840,0.0021938,0.0023778,0.0000000,significant_increase,0.054952727,27,1999
heart_failure,65-74 years,Colorado,Total,2009,-0.0037663,0.0021975,0.0059638,0.0000105,significant_increase,0.083797694,27,1999
heart_failure,55-64 years,Texas,Male,2011,0.0002405,0.0022151,0.0019745,0.0000000,significant_increase,0.072784979,27,1999
heart_failure,55-64 years,Wisconsin,Male,2016,-0.0003429,0.0022266,0.0025694,0.0000014,significant_increase,0.040009464,27,1999
heart_failure,65-74 years,Colorado,Male,2006,-0.0050396,0.0022304,0.0072699,0.0004353,significant_increase,0.103194051,27,1999
heart_failure,55-64 years,Oregon,Total,2011,-0.0001899,0.0022471,0.0024370,0.0000000,significant_increase,0.045248805,24,1999
heart_failure,75-84 years,Minnesota,Male,2010,-0.0189316,0.0022937,0.0212253,0.2735112,no_significant_change,0.363453471,27,1999
heart_failure,65-74 years,Wisconsin,Female,2010,-0.0031301,0.0023198,0.0054499,0.0000164,significant_increase,0.090234665,27,1999
heart_failure,55-64 years,Michigan,Male,2011,0.0001630,0.0023207,0.0021577,0.0000000,significant_increase,0.0585195,27,1999
heart_failure,55-64 years,Kentucky,Total,2010,-0.0019428,0.0023583,0.0043012,0.0000006,significant_increase,0.072700555,27,1999
heart_failure,55-64 years,Louisiana,Female,2011,0.0000691,0.0023670,0.0022979,0.0000000,significant_increase,0.085656354,27,1999
heart_failure,55-64 years,Kansas,Female,2014,-0.0008962,0.0023731,0.0032693,0.0000180,significant_increase,0.043305286,25,1999
heart_failure,65-74 years,New Hampshire,Female,2018,-0.0017495,0.0023892,0.0041387,0.1509658,no_significant_change,0.071919213,15,2008
ischemic,55-64 years,Wyoming,Female,2010,-0.0079654,0.0024058,0.0103711,0.1459730,no_significant_change,0.166449218,26,1999
heart_failure,55-64 years,Illinois,Male,2011,0.0006011,0.0024101,0.0018090,0.0000000,significant_increase,0.071182464,27,1999
heart_failure,75-84 years,Massachusetts,Male,2009,-0.0167515,0.0024369,0.0191884,0.1458110,no_significant_change,0.480848905,27,1999
heart_failure,55-64 years,Missouri,Female,2010,-0.0006510,0.0024394,0.0030904,0.0000000,significant_increase,0.053462268,27,1999
heart_failure,55-64 years,North Carolina,Female,2011,-0.0003743,0.0024399,0.0028142,0.0000000,significant_increase,0.050584811,27,1999
heart_failure,55-64 years,Nevada,Total,2012,-0.0022574,0.0024444,0.0047017,0.0000017,significant_increase,0.049749945,19,2002
heart_failure,65-74 years,New Jersey,Total,2010,-0.0031759,0.0024786,0.0056545,0.0000001,significant_increase,0.089725618,27,1999
heart_failure,55-64 years,Tennessee,Female,2010,-0.0005092,0.0024855,0.0029947,0.0000000,significant_increase,0.051409175,27,1999
heart_failure,65-74 years,Connecticut,Female,2011,-0.0026491,0.0024965,0.0051456,0.0000247,significant_increase,0.070956468,27,1999
heart_failure,75-84 years,New York,Male,2008,-0.0085082,0.0024986,0.0110068,0.0051736,significant_increase,0.360259967,27,1999
heart_failure,55-64 years,New Mexico,Male,2011,-0.0019814,0.0025082,0.0044896,0.0002890,significant_increase,0.049418985,14,2003
heart_failure,55-64 years,Utah,Female,2021,-0.0004653,0.0025285,0.0029938,0.0540943,no_significant_change,0.025023462,12,2012
heart_failure,65-74 years,Wisconsin,Total,2010,-0.0037044,0.0026194,0.0063238,0.0000000,significant_increase,0.106967515,27,1999
heart_failure,65-74 years,Wisconsin,Male,2009,-0.0051547,0.0026313,0.0077861,0.0000074,significant_increase,0.124417986,27,1999
heart_failure,65-74 years,Washington,Female,2010,-0.0006870,0.0026338,0.0033208,0.0000009,significant_increase,0.069874978,27,1999
heart_failure,55-64 years,Indiana,Total,2012,-0.0008063,0.0026462,0.0034525,0.0000000,significant_increase,0.063492923,27,1999
heart_failure,55-64 years,Ohio,Male,2007,-0.0011164,0.0026676,0.0037839,0.0000000,significant_increase,0.06857432,27,1999
heart_failure,55-64 years,South Carolina,Total,2011,-0.0003162,0.0026862,0.0030025,0.0000001,significant_increase,0.085227998,27,1999
ischemic,55-64 years,Maine,Total,2012,-0.0174317,0.0027363,0.0201680,0.0273131,significant_increase,0.251954273,27,1999
heart_failure,55-64 years,Florida,Male,2010,0.0006594,0.0027450,0.0020856,0.0000000,significant_increase,0.055756773,27,1999
ischemic,65-74 years,West Virginia,Total,2010,-0.0729248,0.0027551,0.0756799,0.3460971,no_significant_change,0.939369379,27,1999
heart_failure,65-74 years,Maryland,Total,2011,-0.0031938,0.0027706,0.0059644,0.0000000,significant_increase,0.082456557,27,1999
heart_failure,55-64 years,Arizona,Total,2013,-0.0005181,0.0028194,0.0033375,0.0000000,significant_increase,0.039901029,21,1999
heart_failure,65-74 years,Pennsylvania,Female,2011,-0.0027463,0.0028791,0.0056255,0.0000006,significant_increase,0.099015666,27,1999
heart_failure,55-64 years,West Virginia,Total,2013,-0.0011748,0.0029016,0.0040764,0.0000000,significant_increase,0.059032303,25,1999
heart_failure,75-84 years,Kentucky,Female,2011,-0.0220057,0.0029316,0.0249373,0.2270490,no_significant_change,0.538982237,27,1999
ischemic,55-64 years,Alaska,Male,2006,-0.0228177,0.0029604,0.0257781,0.2983384,no_significant_change,0.464326503,27,1999
ischemic,55-64 years,Delaware,Male,2018,-0.0207971,0.0030079,0.0238050,0.7416311,no_significant_change,0.415037081,27,1999
heart_failure,55-64 years,Nebraska,Total,2014,-0.0017651,0.0030304,0.0047955,0.0013949,significant_increase,0.052578672,12,2006
heart_failure,55-64 years,Nevada,Male,2011,-0.0029496,0.0030722,0.0060218,0.0000000,significant_increase,0.065070325,26,1999
heart_failure,55-64 years,Oregon,Male,2010,-0.0000666,0.0030855,0.0031521,0.0000000,significant_increase,0.062710705,27,1999
heart_failure,55-64 years,Virginia,Male,2011,0.0001364,0.0031024,0.0029660,0.0000000,significant_increase,0.073707224,27,1999
heart_failure,55-64 years,California,Male,2012,0.0001903,0.0031034,0.0029131,0.0000000,significant_increase,0.062055316,27,1999
heart_failure,55-64 years,Kentucky,Male,2010,-0.0021826,0.0031399,0.0053224,0.0000000,significant_increase,0.091019493,27,1999
heart_failure,75-84 years,Maine,Total,2009,-0.0072374,0.0031445,0.0103820,0.0831397,no_significant_change,0.367766228,27,1999
heart_failure,75-84 years,Mississippi,Total,2012,-0.0103225,0.0032081,0.0135306,0.3108111,no_significant_change,1.02548556,27,1999
heart_failure,55-64 years,Arkansas,Female,2005,-0.0066648,0.0032215,0.0098863,0.0000000,significant_increase,0.07966162,27,1999
heart_failure,65-74 years,Hawaii,Male,2020,0.0003501,0.0032366,0.0028865,0.2422469,no_significant_change,0.094929988,23,1999
heart_failure,75-84 years,Maryland,Female,2010,-0.0131910,0.0032440,0.0164350,0.0080058,significant_increase,0.248096689,27,1999
heart_failure,55-64 years,Kansas,Total,2016,0.0000397,0.0032513,0.0032116,0.0000000,significant_increase,0.056471597,25,1999
heart_failure,55-64 years,Georgia,Total,2010,0.0000200,0.0032640,0.0032440,0.0000000,significant_increase,0.09691591,27,1999
heart_failure,65-74 years,California,Female,2014,-0.0008044,0.0032688,0.0040732,0.0000000,significant_increase,0.087518981,27,1999
heart_failure,55-64 years,Missouri,Total,2009,-0.0006742,0.0032759,0.0039501,0.0000000,significant_increase,0.072835987,27,1999
heart_failure,65-74 years,Idaho,Total,2012,-0.0007682,0.0032830,0.0040513,0.0006013,significant_increase,0.104641778,22,1999
heart_failure,65-74 years,Michigan,Female,2011,-0.0023129,0.0032857,0.0055987,0.0000079,significant_increase,0.118944631,27,1999
heart_failure,65-74 years,Kentucky,Female,2010,-0.0077038,0.0033167,0.0110204,0.0000186,significant_increase,0.158364967,27,1999
ischemic,55-64 years,Mississippi,Male,2010,-0.0340226,0.0033545,0.0373772,0.2754365,no_significant_change,0.770695995,27,1999
heart_failure,65-74 years,Maryland,Male,2010,-0.0044539,0.0034001,0.0078540,0.0000000,significant_increase,0.101825612,27,1999
heart_failure,65-74 years,Florida,Female,2011,-0.0004223,0.0034029,0.0038252,0.0000000,significant_increase,0.076871742,27,1999
heart_failure,55-64 years,Iowa,Female,2019,0.0010232,0.0034165,0.0023933,0.0246214,significant_increase,0.036063176,12,2000
heart_failure,55-64 years,North Carolina,Total,2011,-0.0002490,0.0034227,0.0036717,0.0000000,significant_increase,0.068941333,27,1999
heart_failure,55-64 years,Tennessee,Total,2010,-0.0004463,0.0034297,0.0038761,0.0000000,significant_increase,0.069941755,27,1999
heart_failure,65-74 years,Connecticut,Total,2011,-0.0027654,0.0034537,0.0062191,0.0000002,significant_increase,0.093732729,27,1999
ischemic,55-64 years,Mississippi,Total,2010,-0.0263226,0.0035078,0.0298304,0.0746899,no_significant_change,0.536615184,27,1999
heart_failure,55-64 years,Mississippi,Female,2008,-0.0013107,0.0035155,0.0048262,0.0000000,significant_increase,0.1287403,27,1999
heart_failure,65-74 years,Oregon,Female,2011,-0.0036602,0.0035439,0.0072042,0.0000044,significant_increase,0.097136997,27,1999
heart_failure,65-74 years,New Mexico,Male,2011,-0.0021326,0.0035964,0.0057290,0.0007522,significant_increase,0.121083798,27,1999
heart_failure,65-74 years,Washington,Total,2012,-0.0003273,0.0036219,0.0039492,0.0000000,significant_increase,0.083521791,27,1999
heart_failure,55-64 years,West Virginia,Male,2013,-0.0006738,0.0036709,0.0043448,0.0000001,significant_increase,0.072225879,27,1999
heart_failure,65-74 years,Pennsylvania,Total,2010,-0.0033949,0.0036781,0.0070730,0.0000000,significant_increase,0.127420616,27,1999
heart_failure,55-64 years,Kansas,Male,2016,0.0005650,0.0036826,0.0031175,0.0000023,significant_increase,0.069922622,26,1999
heart_failure,65-74 years,Texas,Female,2011,-0.0025769,0.0037031,0.0062800,0.0000000,significant_increase,0.131614518,27,1999
ischemic,55-64 years,Mississippi,Female,2010,-0.0195413,0.0037312,0.0232725,0.0171541,significant_increase,0.320770724,27,1999
ischemic,65-74 years,Mississippi,Total,2010,-0.0805956,0.0037432,0.0843388,0.2181920,no_significant_change,0.945039736,27,1999
heart_failure,65-74 years,Illinois,Female,2011,-0.0028828,0.0037914,0.0066742,0.0000000,significant_increase,0.127361065,27,1999
heart_failure,55-64 years,Arizona,Male,2013,-0.0003670,0.0038016,0.0041686,0.0000000,significant_increase,0.056208131,27,1999
ischemic,65-74 years,New Mexico,Female,2009,-0.0315970,0.0038533,0.0354503,0.0507795,no_significant_change,0.463267812,27,1999
heart_failure,55-64 years,Alabama,Female,2014,-0.0010466,0.0038777,0.0049243,0.0000001,significant_increase,0.093429904,27,1999
heart_failure,65-74 years,New Jersey,Male,2011,-0.0024467,0.0038845,0.0063312,0.0000000,significant_increase,0.119899086,27,1999
heart_failure,55-64 years,Indiana,Male,2014,-0.0005454,0.0038924,0.0044378,0.0000000,significant_increase,0.080387773,27,1999
heart_failure,75-84 years,New Hampshire,Female,2006,0.0267681,0.0039291,-0.0228389,0.0189845,significant_increase,0.416451996,27,1999
heart_failure,75-84 years,South Dakota,Total,2006,-0.0316341,0.0039455,0.0355797,0.1543107,no_significant_change,0.254448512,20,1999
heart_failure,55-64 years,Alabama,Total,2012,-0.0009697,0.0039934,0.0049631,0.0000000,significant_increase,0.125400452,27,1999
heart_failure,75-84 years,Maine,Male,2008,-0.0104850,0.0040133,0.0144982,0.0740337,no_significant_change,0.414157522,27,1999
heart_failure,55-64 years,South Carolina,Male,2011,-0.0002509,0.0040232,0.0042741,0.0000000,significant_increase,0.113757299,27,1999
heart_failure,65-74 years,New Mexico,Total,2014,-0.0010030,0.0040462,0.0050492,0.0000499,significant_increase,0.103586545,27,1999
heart_failure,55-64 years,Louisiana,Total,2010,0.0004636,0.0040525,0.0035889,0.0000000,significant_increase,0.120366355,27,1999
heart_failure,75-84 years,Maryland,Total,2010,-0.0111589,0.0040848,0.0152437,0.0005674,significant_increase,0.290540327,27,1999
heart_failure,55-64 years,Alabama,Male,2009,-0.0016344,0.0041158,0.0057502,0.0000000,significant_increase,0.159652954,27,1999
heart_failure,55-64 years,Missouri,Male,2008,-0.0009181,0.0041196,0.0050377,0.0000000,significant_increase,0.093006244,27,1999
ischemic,65-74 years,Montana,Total,2007,-0.0549643,0.0041227,0.0590870,0.1227132,no_significant_change,0.766891031,27,1999
heart_failure,65-74 years,Kentucky,Total,2010,-0.0070137,0.0041338,0.0111475,0.0000001,significant_increase,0.194411283,27,1999
heart_failure,65-74 years,Ohio,Female,2009,-0.0045265,0.0041359,0.0086624,0.0000000,significant_increase,0.129537581,27,1999
heart_failure,55-64 years,Iowa,Total,2019,0.0017896,0.0041445,0.0023549,0.0080461,significant_increase,0.045912071,10,2012
heart_failure,65-74 years,Connecticut,Male,2010,-0.0034913,0.0041502,0.0076415,0.0000197,significant_increase,0.119145965,27,1999
heart_failure,65-74 years,Nevada,Female,2012,-0.0072841,0.0041820,0.0114662,0.0007285,significant_increase,0.094674554,27,1999
heart_failure,55-64 years,Georgia,Male,2010,0.0009696,0.0042071,0.0032374,0.0000000,significant_increase,0.127193164,27,1999
heart_failure,75-84 years,Kentucky,Total,2010,-0.0218547,0.0042998,0.0261545,0.0324514,significant_increase,0.605834449,27,1999
heart_failure,65-74 years,Utah,Female,2014,-0.0014010,0.0043257,0.0057267,0.0053528,significant_increase,0.13483192,27,1999
ischemic,55-64 years,Montana,Female,2009,-0.0066076,0.0043663,0.0109738,0.0023034,significant_increase,0.209800792,27,1999
heart_failure,65-74 years,Louisiana,Female,2009,-0.0024520,0.0043978,0.0068497,0.0000002,significant_increase,0.216776213,27,1999
heart_failure,65-74 years,Washington,Male,2012,-0.0004738,0.0044332,0.0049069,0.0000000,significant_increase,0.098522441,27,1999
ischemic,85+ years,South Dakota,Male,2019,-0.2346708,0.0044449,0.2391157,0.9658063,no_significant_change,7.930526389,27,1999
ischemic,65-74 years,Montana,Male,2006,-0.0942601,0.0044999,0.0987600,0.2752340,no_significant_change,1.095256589,27,1999
heart_failure,65-74 years,Pennsylvania,Male,2009,-0.0046866,0.0045068,0.0091934,0.0000000,significant_increase,0.158794328,27,1999
heart_failure,65-74 years,Wyoming,Male,2016,-0.0109779,0.0045304,0.0155083,0.0701140,no_significant_change,0.14203933,14,2012
heart_failure,65-74 years,Florida,Total,2011,0.0002095,0.0046037,0.0043942,0.0000000,significant_increase,0.102686843,27,1999
heart_failure,65-74 years,Kentucky,Male,2009,-0.0074528,0.0046131,0.0120659,0.0000058,significant_increase,0.234947839,27,1999
heart_failure,55-64 years,Iowa,Male,2017,0.0021021,0.0046219,0.0025198,0.0000353,significant_increase,0.055779494,14,2012
heart_failure,65-74 years,Arizona,Female,2013,-0.0018009,0.0046269,0.0064277,0.0000000,significant_increase,0.079566732,27,1999
heart_failure,55-64 years,Tennessee,Male,2011,-0.0000259,0.0046323,0.0046582,0.0000000,significant_increase,0.089603374,27,1999
heart_failure,55-64 years,Nebraska,Male,2015,-0.0017202,0.0046371,0.0063573,0.0000060,significant_increase,0.069842074,25,1999
heart_failure,65-74 years,Michigan,Total,2011,-0.0024799,0.0046553,0.0071353,0.0000000,significant_increase,0.144479106,27,1999
heart_failure,65-74 years,Oregon,Total,2011,-0.0028113,0.0046667,0.0074781,0.0000000,significant_increase,0.126751854,27,1999
heart_failure,55-64 years,North Carolina,Male,2012,0.0001713,0.0047044,0.0045331,0.0000000,significant_increase,0.088621965,27,1999
heart_failure,55-64 years,Arkansas,Total,2009,-0.0027926,0.0047294,0.0075219,0.0000000,significant_increase,0.100404606,27,1999
heart_failure,65-74 years,Utah,Total,2014,-0.0010338,0.0047484,0.0057822,0.0010061,significant_increase,0.147411137,27,1999
heart_failure,65-74 years,South Carolina,Female,2013,-0.0029389,0.0047697,0.0077085,0.0000178,significant_increase,0.145209492,27,1999
heart_failure,65-74 years,California,Total,2013,-0.0005017,0.0048702,0.0053719,0.0000000,significant_increase,0.119049528,27,1999
ischemic,55-64 years,Maine,Male,2013,-0.0228716,0.0048913,0.0277629,0.0397935,significant_increase,0.390375395,27,1999
heart_failure,65-74 years,New Mexico,Female,2016,-0.0007034,0.0049088,0.0056122,0.0002840,significant_increase,0.088063623,27,1999
heart_failure,75-84 years,Maryland,Male,2010,-0.0085389,0.0049703,0.0135092,0.0033703,significant_increase,0.347066468,27,1999
heart_failure,65-74 years,Nebraska,Total,2010,-0.0058298,0.0049824,0.0108122,0.0000000,significant_increase,0.149685573,27,1999
heart_failure,75-84 years,Minnesota,Total,2011,-0.0127778,0.0050185,0.0177962,0.0005836,significant_increase,0.345264447,27,1999
heart_failure,75-84 years,Wisconsin,Male,2012,-0.0081402,0.0050219,0.0131621,0.0127746,significant_increase,0.512778667,27,1999
heart_failure,75-84 years,South Dakota,Male,2005,-0.0511945,0.0050260,0.0562205,0.0602257,no_significant_change,0.265568624,20,1999
heart_failure,65-74 years,Virginia,Total,2011,-0.0029046,0.0050329,0.0079375,0.0000000,significant_increase,0.159849384,27,1999
ischemic,65-74 years,Montana,Female,2009,-0.0291927,0.0050362,0.0342288,0.0343577,significant_increase,0.449278866,27,1999
heart_failure,65-74 years,Nevada,Total,2011,-0.0082595,0.0050830,0.0133425,0.0000320,significant_increase,0.134028172,27,1999
ischemic,55-64 years,Oklahoma,Female,2021,-0.0083970,0.0051080,0.0135050,0.4644228,no_significant_change,0.26738029,27,1999
heart_failure,65-74 years,Texas,Total,2011,-0.0031563,0.0051830,0.0083393,0.0000000,significant_increase,0.167261785,27,1999
heart_failure,65-74 years,Idaho,Male,2013,-0.0010659,0.0052051,0.0062710,0.0006776,significant_increase,0.125307105,25,1999
heart_failure,65-74 years,Missouri,Female,2011,-0.0003973,0.0052982,0.0056955,0.0000000,significant_increase,0.150745767,27,1999
heart_failure,65-74 years,Kansas,Female,2016,-0.0018907,0.0053375,0.0072282,0.0002819,significant_increase,0.116763463,27,1999
heart_failure,55-64 years,Mississippi,Total,2010,-0.0004244,0.0053985,0.0058229,0.0000000,significant_increase,0.167713517,27,1999
heart_failure,65-74 years,Mississippi,Female,2013,-0.0031625,0.0054047,0.0085673,0.0015571,significant_increase,0.275952989,27,1999
heart_failure,65-74 years,Delaware,Male,2015,-0.0027677,0.0054137,0.0081814,0.0800180,no_significant_change,0.143008453,20,1999
heart_failure,65-74 years,Virginia,Female,2015,-0.0018154,0.0054143,0.0072297,0.0000000,significant_increase,0.129931151,27,1999
heart_failure,75-84 years,Mississippi,Male,2009,-0.0106973,0.0054411,0.0161384,0.1565606,no_significant_change,1.144433273,27,1999
heart_failure,75-84 years,Mississippi,Female,2016,-0.0114853,0.0054600,0.0169453,0.3065664,no_significant_change,0.935496006,27,1999
heart_failure,65-74 years,Illinois,Total,2011,-0.0023916,0.0054618,0.0078534,0.0000000,significant_increase,0.163786039,27,1999
ischemic,55-64 years,Vermont,Female,2011,-0.0058577,0.0055557,0.0114135,0.0018050,significant_increase,0.16537171,27,1999
heart_failure,65-74 years,Georgia,Female,2011,-0.0055284,0.0056525,0.0111809,0.0000000,significant_increase,0.183406348,27,1999
heart_failure,65-74 years,Oregon,Male,2010,-0.0026371,0.0056915,0.0083285,0.0000000,significant_increase,0.159752788,27,1999
heart_failure,65-74 years,Ohio,Total,2009,-0.0046531,0.0056926,0.0103458,0.0000000,significant_increase,0.156010075,27,1999
ischemic,55-64 years,Vermont,Male,2005,-0.0325883,0.0057670,0.0383553,0.0346264,significant_increase,0.514484655,27,1999
heart_failure,55-64 years,Hawaii,Male,2021,-0.0011869,0.0057708,0.0069577,0.1143177,no_significant_change,0.053325619,10,2012
heart_failure,65-74 years,Louisiana,Total,2009,0.0002435,0.0057915,0.0055480,0.0000006,significant_increase,0.271557288,27,1999
heart_failure,55-64 years,Louisiana,Male,2009,0.0005972,0.0058248,0.0052275,0.0000000,significant_increase,0.157855317,27,1999
heart_failure,65-74 years,Kansas,Total,2015,-0.0011669,0.0058252,0.0069921,0.0000002,significant_increase,0.148137984,27,1999
heart_failure,55-64 years,Arkansas,Male,2010,-0.0023963,0.0058378,0.0082341,0.0000000,significant_increase,0.122103375,27,1999
heart_failure,65-74 years,Iowa,Female,2012,0.0001561,0.0058633,0.0057072,0.0000000,significant_increase,0.104598051,24,1999
ischemic,55-64 years,New Mexico,Female,2010,-0.0079745,0.0058698,0.0138443,0.0000219,significant_increase,0.21912614,27,1999
heart_failure,65-74 years,Florida,Male,2011,0.0009231,0.0060100,0.0050870,0.0000000,significant_increase,0.132493173,27,1999
ischemic,55-64 years,Vermont,Total,2009,-0.0113628,0.0060326,0.0173954,0.0058096,significant_increase,0.336589935,27,1999
heart_failure,65-74 years,Rhode Island,Female,2021,-0.0005813,0.0060747,0.0066560,0.1066610,no_significant_change,0.077158399,11,2014
heart_failure,65-74 years,Nebraska,Female,2015,-0.0032860,0.0061160,0.0094020,0.0000475,significant_increase,0.11768717,27,1999
heart_failure,65-74 years,Michigan,Male,2011,-0.0027682,0.0061606,0.0089288,0.0000000,significant_increase,0.17260914,27,1999
heart_failure,65-74 years,New Hampshire,Total,2019,-0.0007352,0.0062271,0.0069622,0.0136834,significant_increase,0.100225866,15,2008
ischemic,55-64 years,West Virginia,Female,2009,-0.0197571,0.0062427,0.0259999,0.0000085,significant_increase,0.308345592,27,1999
heart_failure,65-74 years,Alabama,Female,2010,-0.0077777,0.0063259,0.0141036,0.0000000,significant_increase,0.239755614,27,1999
ischemic,55-64 years,Delaware,Total,2018,-0.0148001,0.0064455,0.0212456,0.1895343,no_significant_change,0.287841844,27,1999
heart_failure,65-74 years,North Carolina,Female,2012,-0.0017932,0.0064854,0.0082786,0.0000000,significant_increase,0.139641507,27,1999
heart_failure,65-74 years,Nebraska,Male,2009,-0.0079200,0.0065024,0.0144224,0.0000001,significant_increase,0.18391432,27,1999
heart_failure,65-74 years,Arizona,Total,2013,-0.0021046,0.0065896,0.0086941,0.0000000,significant_increase,0.107938881,27,1999
heart_failure,65-74 years,Ohio,Male,2007,-0.0075988,0.0066225,0.0142213,0.0000000,significant_increase,0.185570053,27,1999
heart_failure,75-84 years,New Hampshire,Total,2006,0.0250175,0.0067530,-0.0182645,0.0002219,significant_increase,0.470345644,27,1999
heart_failure,75-84 years,New Jersey,Female,2012,-0.0056931,0.0067561,0.0124492,0.0000041,significant_increase,0.339827489,27,1999
heart_failure,65-74 years,Missouri,Total,2009,-0.0019116,0.0067782,0.0086898,0.0000000,significant_increase,0.191662912,27,1999
heart_failure,65-74 years,Virginia,Male,2011,-0.0029296,0.0068191,0.0097486,0.0000000,significant_increase,0.193887646,27,1999
heart_failure,65-74 years,Nevada,Male,2011,-0.0085353,0.0068390,0.0153743,0.0000875,significant_increase,0.176851146,27,1999
heart_failure,75-84 years,South Dakota,Female,2011,-0.0151254,0.0068482,0.0219736,0.0786294,no_significant_change,0.244396224,25,1999
heart_failure,65-74 years,Texas,Male,2011,-0.0039516,0.0068526,0.0108042,0.0000000,significant_increase,0.207431121,27,1999
heart_failure,65-74 years,California,Male,2013,0.0000342,0.0069460,0.0069117,0.0000000,significant_increase,0.154386625,27,1999
