disease_category,age_group,state,gender,changepoint_year,slope1,slope2,change_in_slope,slope2_p_value,significance_label,mean_rate_last_5y,n_years_used,first_year
ischemic,85+ years,Kansas,Female,2010,-0.3896587,-0.0313674,0.3582914,0.0236692,significant_decrease,4.003244516,27,1999
ischemic,75-84 years,West Virginia,Male,2010,-0.2428753,-0.0309510,0.2119243,0.0016198,significant_decrease,2.695421173,27,1999
ischemic,75-84 years,Missouri,Female,2013,-0.1231341,-0.0309365,0.0921976,0.0000030,significant_decrease,1.220585,27,1999
ischemic,75-84 years,Vermont,Total,2009,-0.1514320,-0.0306275,0.1208045,0.0015683,significant_decrease,1.585729886,27,1999
ischemic,75-84 years,Alaska,Total,2010,-0.1289410,-0.0300157,0.0989254,0.0049855,significant_decrease,1.038048364,27,1999
ischemic,75-84 years,Wisconsin,Female,2007,-0.1414543,-0.0300000,0.1114542,0.0000000,significant_decrease,0.962355162,27,1999
ischemic,75-84 years,Texas,Female,2011,-0.1504611,-0.0294347,0.1210264,0.0000000,significant_decrease,1.079693311,27,1999
ischemic,75-84 years,Washington,Total,2012,-0.1259467,-0.0292226,0.0967241,0.0000000,significant_decrease,1.334010837,27,1999
ischemic,75-84 years,Maine,Male,2008,-0.2373929,-0.0292069,0.2081860,0.0000793,significant_decrease,2.064159723,27,1999
ischemic,75-84 years,Minnesota,Male,2007,-0.2179480,-0.0291973,0.1887507,0.0000000,significant_decrease,1.558234599,27,1999
ischemic,75-84 years,Kentucky,Female,2011,-0.1463495,-0.0291958,0.1171536,0.0000003,significant_decrease,1.185958886,27,1999
ischemic,75-84 years,West Virginia,Female,2011,-0.1362127,-0.0291303,0.1070824,0.0000514,significant_decrease,1.515724224,27,1999
ischemic,85+ years,Kansas,Male,2009,-0.4258340,-0.0288940,0.3969399,0.2325848,no_significant_change,6.661650048,27,1999
ischemic,75-84 years,Wisconsin,Total,2008,-0.1671404,-0.0288726,0.1382678,0.0000000,significant_decrease,1.489410434,27,1999
ischemic,75-84 years,Colorado,Total,2012,-0.1072461,-0.0288583,0.0783878,0.0000009,significant_decrease,1.03535337,27,1999
ischemic,75-84 years,Nebraska,Male,2009,-0.1682545,-0.0287273,0.1395272,0.0000106,significant_decrease,1.710585812,27,1999
ischemic,75-84 years,Nebraska,Total,2007,-0.1479237,-0.0287035,0.1192201,0.0000000,significant_decrease,1.174456521,27,1999
ischemic,75-84 years,Wyoming,Male,2008,-0.2378311,-0.0284599,0.2093712,0.0217701,significant_decrease,1.956560307,27,1999
ischemic,75-84 years,Virginia,Female,2011,-0.1133559,-0.0284464,0.0849095,0.0000000,significant_decrease,0.902923285,27,1999
ischemic,75-84 years,Alaska,Female,2007,-0.1551971,-0.0283929,0.1268043,0.0065842,significant_decrease,0.730297394,27,1999
ischemic,75-84 years,Vermont,Female,2010,-0.1282447,-0.0282514,0.0999933,0.0033606,significant_decrease,1.0480504,27,1999
ischemic,75-84 years,Virginia,Total,2011,-0.1343752,-0.0281853,0.1061899,0.0000000,significant_decrease,1.325886593,27,1999
ischemic,75-84 years,Wyoming,Total,2008,-0.1448196,-0.0279038,0.1169157,0.0006667,significant_decrease,1.399992371,27,1999
ischemic,75-84 years,North Dakota,Total,2012,-0.1314167,-0.0277765,0.1036402,0.0013536,significant_decrease,1.359274069,27,1999
ischemic,75-84 years,Oregon,Total,2010,-0.1294997,-0.0277579,0.1017417,0.0000000,significant_decrease,1.082629692,27,1999
ischemic,85+ years,Tennessee,Total,2016,-0.4056446,-0.0276371,0.3780075,0.4050096,no_significant_change,5.97531945,27,1999
ischemic,85+ years,Hawaii,Total,2011,-0.2622088,-0.0269265,0.2352824,0.0166050,significant_decrease,3.01525879,27,1999
ischemic,85+ years,Kentucky,Total,2015,-0.4227169,-0.0267054,0.3960115,0.1130357,no_significant_change,4.28713694,27,1999
ischemic,75-84 years,Louisiana,Male,2011,-0.1939803,-0.0266868,0.1672935,0.0013932,significant_decrease,2.273077332,27,1999
ischemic,75-84 years,Utah,Male,2008,-0.1710541,-0.0263390,0.1447151,0.0000007,significant_decrease,1.547055887,27,1999
ischemic,85+ years,New Mexico,Male,2012,-0.3108033,-0.0255827,0.2852206,0.2760369,no_significant_change,6.703137986,27,1999
ischemic,55-64 years,Arkansas,Total,2021,-0.0008375,-0.0254303,-0.0245928,0.0099064,significant_decrease,0.539700534,27,1999
ischemic,65-74 years,Illinois,Male,2008,-0.1044380,-0.0253943,0.0790438,0.0000000,significant_decrease,0.797694743,27,1999
ischemic,75-84 years,Arkansas,Male,2011,-0.1625142,-0.0253709,0.1371433,0.0007672,significant_decrease,2.650257324,27,1999
ischemic,75-84 years,Arkansas,Female,2011,-0.1018091,-0.0253475,0.0764616,0.0000008,significant_decrease,1.490798407,27,1999
ischemic,75-84 years,Nebraska,Female,2007,-0.1199494,-0.0249845,0.0949649,0.0000000,significant_decrease,0.734153734,27,1999
ischemic,75-84 years,Louisiana,Total,2011,-0.1469937,-0.0249364,0.1220573,0.0001240,significant_decrease,1.660002516,27,1999
ischemic,75-84 years,North Dakota,Female,2011,-0.0944704,-0.0249106,0.0695598,0.0003722,significant_decrease,0.870378898,27,1999
ischemic,75-84 years,South Dakota,Male,2012,-0.1457214,-0.0246338,0.1210876,0.0932486,no_significant_change,2.382366495,27,1999
ischemic,75-84 years,South Dakota,Female,2010,-0.0912637,-0.0244157,0.0668480,0.0011207,significant_decrease,1.038237916,27,1999
ischemic,75-84 years,Colorado,Female,2012,-0.0856554,-0.0243201,0.0613353,0.0000147,significant_decrease,0.6889084,27,1999
ischemic,75-84 years,Mississippi,Male,2010,-0.2166753,-0.0241798,0.1924955,0.0069987,significant_decrease,2.505468799,27,1999
ischemic,75-84 years,Arkansas,Total,2011,-0.1217102,-0.0240125,0.0976977,0.0000034,significant_decrease,2.00380904,27,1999
ischemic,75-84 years,Virginia,Male,2012,-0.1682715,-0.0237604,0.1445111,0.0001296,significant_decrease,1.862106869,27,1999
ischemic,65-74 years,New Jersey,Male,2008,-0.1049263,-0.0237140,0.0812124,0.0000000,significant_decrease,0.684313174,27,1999
ischemic,75-84 years,Idaho,Female,2011,-0.0897976,-0.0233468,0.0664508,0.0000020,significant_decrease,0.815039833,27,1999
ischemic,75-84 years,Hawaii,Male,2013,-0.0723760,-0.0232083,0.0491677,0.0098529,significant_decrease,1.604181746,27,1999
ischemic,75-84 years,Arizona,Male,2013,-0.1420690,-0.0227954,0.1192736,0.0013799,significant_decrease,1.925635636,27,1999
ischemic,85+ years,Michigan,Male,2013,-0.4148794,-0.0227680,0.3921114,0.2629634,no_significant_change,8.663795392,27,1999
ischemic,75-84 years,West Virginia,Total,2011,-0.1689667,-0.0225841,0.1463826,0.0014231,significant_decrease,2.053760501,27,1999
ischemic,75-84 years,Maine,Total,2008,-0.1851832,-0.0225252,0.1626580,0.0000394,significant_decrease,1.518258419,27,1999
ischemic,75-84 years,Louisiana,Female,2012,-0.1161519,-0.0219737,0.0941783,0.0009158,significant_decrease,1.190652744,27,1999
ischemic,65-74 years,North Dakota,Male,2008,-0.0868928,-0.0216418,0.0652510,0.0002934,significant_decrease,0.793044538,27,1999
ischemic,65-74 years,Alabama,Male,2005,-0.1336645,-0.0214623,0.1122021,0.0000000,significant_decrease,0.827345983,27,1999
ischemic,85+ years,Hawaii,Male,2011,-0.3142159,-0.0212130,0.2930030,0.2850946,no_significant_change,4.231121762,27,1999
ischemic,75-84 years,Mississippi,Female,2010,-0.1647818,-0.0209514,0.1438305,0.0014479,significant_decrease,1.257198719,27,1999
ischemic,65-74 years,Massachusetts,Male,2008,-0.0864467,-0.0200441,0.0664026,0.0000000,significant_decrease,0.618662497,27,1999
ischemic,75-84 years,Utah,Total,2008,-0.1246510,-0.0197932,0.1048578,0.0000001,significant_decrease,1.126058702,27,1999
ischemic,65-74 years,Michigan,Male,2006,-0.1290305,-0.0197914,0.1092390,0.0000000,significant_decrease,1.076191482,27,1999
ischemic,75-84 years,Mississippi,Total,2010,-0.1804382,-0.0195988,0.1608395,0.0023516,significant_decrease,1.794077862,27,1999
ischemic,75-84 years,Oregon,Female,2011,-0.0994181,-0.0194948,0.0799234,0.0000005,significant_decrease,0.666302102,27,1999
ischemic,85+ years,Kansas,Total,2010,-0.3784838,-0.0192056,0.3592782,0.2140181,no_significant_change,4.955770998,27,1999
ischemic,65-74 years,Kentucky,Male,2007,-0.1186063,-0.0185190,0.1000873,0.0000002,significant_decrease,1.151430424,27,1999
ischemic,65-74 years,Oklahoma,Male,2009,-0.1124384,-0.0182637,0.0941747,0.0000139,significant_decrease,1.194876762,27,1999
ischemic,75-84 years,Washington,Female,2013,-0.1021774,-0.0181353,0.0840422,0.0001068,significant_decrease,0.891631446,27,1999
ischemic,75-84 years,Maine,Female,2009,-0.1445207,-0.0178117,0.1267091,0.0013103,significant_decrease,1.053027493,27,1999
ischemic,65-74 years,Illinois,Total,2008,-0.0782888,-0.0177103,0.0605785,0.0000000,significant_decrease,0.55958006,27,1999
heart_failure,85+ years,New Hampshire,Female,2021,0.0586020,-0.0174217,-0.0760237,0.7779298,no_significant_change,2.771942288,27,1999
ischemic,75-84 years,South Dakota,Total,2012,-0.1069718,-0.0173455,0.0896263,0.0669195,no_significant_change,1.66701062,27,1999
ischemic,65-74 years,New Jersey,Total,2008,-0.0772966,-0.0171650,0.0601316,0.0000000,significant_decrease,0.476973255,27,1999
ischemic,65-74 years,Maryland,Male,2010,-0.0869686,-0.0171070,0.0698616,0.0000032,significant_decrease,0.841654962,27,1999
ischemic,65-74 years,District of Columbia,Female,2015,-0.0444130,-0.0169527,0.0274604,0.0870714,no_significant_change,0.559878701,27,1999
ischemic,75-84 years,Arizona,Female,2014,-0.0968589,-0.0169261,0.0799329,0.0017328,significant_decrease,0.973519193,27,1999
ischemic,65-74 years,Alabama,Total,2005,-0.0919052,-0.0169116,0.0749937,0.0000000,significant_decrease,0.576599587,27,1999
ischemic,75-84 years,Arizona,Total,2014,-0.1115110,-0.0166457,0.0948653,0.0030536,significant_decrease,1.414687475,27,1999
ischemic,55-64 years,District of Columbia,Male,2003,0.0361945,-0.0165963,-0.0527908,0.0000969,significant_decrease,0.635740153,27,1999
ischemic,75-84 years,Nevada,Female,2007,-0.1440595,-0.0165671,0.1274924,0.0000708,significant_decrease,1.231298565,27,1999
ischemic,65-74 years,New York,Male,2010,-0.1019139,-0.0164948,0.0854191,0.0000023,significant_decrease,0.976826959,27,1999
ischemic,85+ years,Utah,Female,2009,-0.2202669,-0.0162335,0.2040335,0.2820032,no_significant_change,3.595800343,27,1999
ischemic,55-64 years,Arkansas,Female,2021,0.0003480,-0.0161165,-0.0164645,0.0394869,significant_decrease,0.316664542,27,1999
ischemic,85+ years,Nevada,Female,2007,-0.4394792,-0.0160399,0.4234393,0.3812202,no_significant_change,4.537927944,27,1999
ischemic,85+ years,Louisiana,Male,2012,-0.4648850,-0.0159552,0.4489298,0.4832635,no_significant_change,5.835919956,27,1999
ischemic,75-84 years,Utah,Female,2008,-0.0951948,-0.0159384,0.0792564,0.0002695,significant_decrease,0.761968371,27,1999
ischemic,85+ years,Minnesota,Female,2011,-0.2716580,-0.0156085,0.2560495,0.1306466,no_significant_change,2.981611196,27,1999
ischemic,75-84 years,Minnesota,Total,2008,-0.1441243,-0.0152678,0.1288565,0.0000041,significant_decrease,1.067729766,27,1999
ischemic,65-74 years,North Carolina,Male,2008,-0.1178439,-0.0151125,0.1027314,0.0000003,significant_decrease,0.955180187,27,1999
heart_failure,85+ years,Mississippi,Male,2004,0.0829332,-0.0149164,-0.0978496,0.1475512,no_significant_change,4.605557988,27,1999
ischemic,85+ years,Nevada,Male,2008,-0.2904903,-0.0146293,0.2758610,0.5957763,no_significant_change,6.347849806,27,1999
ischemic,65-74 years,Michigan,Total,2007,-0.0846044,-0.0145694,0.0700350,0.0000000,significant_decrease,0.769735774,27,1999
ischemic,55-64 years,Oklahoma,Male,2008,-0.0395850,-0.0141985,0.0253864,0.0000032,significant_decrease,0.588376348,27,1999
ischemic,65-74 years,Pennsylvania,Male,2009,-0.0979576,-0.0141078,0.0838498,0.0000000,significant_decrease,0.903680338,27,1999
ischemic,85+ years,Maine,Female,2011,-0.4341912,-0.0141036,0.4200875,0.5147203,no_significant_change,4.730793534,27,1999
ischemic,65-74 years,Oklahoma,Total,2009,-0.0784486,-0.0139542,0.0644944,0.0000172,significant_decrease,0.87915498,27,1999
ischemic,65-74 years,Idaho,Male,2007,-0.0977088,-0.0138494,0.0838595,0.0000066,significant_decrease,0.770034179,27,1999
ischemic,65-74 years,Wyoming,Male,2009,-0.0522015,-0.0137158,0.0384858,0.0208832,significant_decrease,0.857594148,27,1999
ischemic,75-84 years,Nevada,Male,2008,-0.1841264,-0.0135455,0.1705809,0.0685349,no_significant_change,2.334942666,27,1999
ischemic,65-74 years,Wisconsin,Male,2007,-0.1047299,-0.0135151,0.0912147,0.0000001,significant_decrease,0.871096322,27,1999
ischemic,65-74 years,Iowa,Male,2007,-0.0976410,-0.0134269,0.0842141,0.0000086,significant_decrease,1.047745939,27,1999
ischemic,65-74 years,North Dakota,Total,2008,-0.0606016,-0.0133461,0.0472555,0.0001520,significant_decrease,0.558447372,27,1999
ischemic,65-74 years,Delaware,Male,2008,-0.1156246,-0.0133101,0.1023146,0.0013519,significant_decrease,0.86111583,27,1999
heart_failure,85+ years,Montana,Total,2003,-0.1172565,-0.0132595,0.1039970,0.1346439,no_significant_change,2.698355564,27,1999
ischemic,85+ years,Mississippi,Total,2013,-0.4341986,-0.0131914,0.4210073,0.4755817,no_significant_change,4.622461679,27,1999
ischemic,75-84 years,Nevada,Total,2008,-0.1507417,-0.0127176,0.1380241,0.0146675,significant_decrease,1.751839562,27,1999
ischemic,55-64 years,Maryland,Male,2004,-0.0400838,-0.0124927,0.0275910,0.0000000,significant_decrease,0.375413036,27,1999
ischemic,65-74 years,Maryland,Total,2011,-0.0632379,-0.0124695,0.0507684,0.0000001,significant_decrease,0.584550873,27,1999
ischemic,65-74 years,District of Columbia,Total,2015,-0.0555887,-0.0124505,0.0431382,0.2941124,no_significant_change,0.933373944,27,1999
ischemic,65-74 years,Massachusetts,Total,2010,-0.0534219,-0.0122730,0.0411489,0.0000000,significant_decrease,0.408463104,27,1999
ischemic,65-74 years,Nebraska,Male,2005,-0.1054016,-0.0122040,0.0931976,0.0000046,significant_decrease,0.635156247,27,1999
ischemic,75-84 years,Hawaii,Female,2007,-0.0922853,-0.0121921,0.0800932,0.0014329,significant_decrease,0.759448225,27,1999
ischemic,65-74 years,Alaska,Total,2003,-0.1544396,-0.0121868,0.1422528,0.0000046,significant_decrease,0.566101384,27,1999
ischemic,55-64 years,Illinois,Male,2007,-0.0378985,-0.0121233,0.0257752,0.0000000,significant_decrease,0.388909866,27,1999
ischemic,65-74 years,Wyoming,Total,2010,-0.0352700,-0.0119511,0.0233189,0.0032121,significant_decrease,0.586822776,27,1999
ischemic,65-74 years,Alaska,Male,2005,-0.1392920,-0.0119297,0.1273623,0.0059319,significant_decrease,0.796841191,27,1999
ischemic,65-74 years,Illinois,Female,2008,-0.0591528,-0.0119027,0.0472501,0.0000000,significant_decrease,0.347297817,27,1999
ischemic,75-84 years,New Mexico,Female,2009,-0.1053832,-0.0114709,0.0939122,0.0223090,significant_decrease,1.224365076,27,1999
ischemic,65-74 years,Texas,Male,2008,-0.1103927,-0.0114296,0.0989631,0.0000029,significant_decrease,0.989461169,27,1999
ischemic,65-74 years,Alabama,Female,2007,-0.0501369,-0.0113462,0.0387907,0.0000000,significant_decrease,0.361151882,27,1999
ischemic,65-74 years,Arizona,Male,2007,-0.0986364,-0.0112922,0.0873442,0.0000002,significant_decrease,0.907377694,27,1999
ischemic,65-74 years,New York,Total,2011,-0.0730276,-0.0112779,0.0617497,0.0000052,significant_decrease,0.685598609,27,1999
ischemic,65-74 years,New York,Female,2011,-0.0559691,-0.0112317,0.0447374,0.0000000,significant_decrease,0.429406831,27,1999
ischemic,65-74 years,Indiana,Male,2009,-0.0980525,-0.0112129,0.0868396,0.0000224,significant_decrease,0.982811778,27,1999
ischemic,65-74 years,South Carolina,Male,2008,-0.1161107,-0.0111885,0.1049222,0.0000796,significant_decrease,0.947061854,27,1999
ischemic,65-74 years,Indiana,Total,2008,-0.0790514,-0.0111853,0.0678661,0.0000000,significant_decrease,0.686873464,27,1999
ischemic,75-84 years,Hawaii,Total,2011,-0.0727586,-0.0110634,0.0616953,0.0142331,significant_decrease,1.149253345,27,1999
ischemic,65-74 years,Pennsylvania,Total,2009,-0.0699984,-0.0109897,0.0590087,0.0000000,significant_decrease,0.626700756,27,1999
ischemic,65-74 years,North Carolina,Total,2008,-0.0844912,-0.0109121,0.0735791,0.0000000,significant_decrease,0.652223343,27,1999
ischemic,65-74 years,New Jersey,Female,2009,-0.0527409,-0.0109082,0.0418327,0.0000000,significant_decrease,0.294709119,27,1999
ischemic,65-74 years,Maryland,Female,2011,-0.0486370,-0.0108991,0.0377379,0.0000000,significant_decrease,0.366217263,27,1999
ischemic,75-84 years,New Mexico,Male,2008,-0.1799337,-0.0107772,0.1691565,0.0758606,no_significant_change,2.291170486,27,1999
ischemic,85+ years,Mississippi,Female,2014,-0.4389950,-0.0106132,0.4283819,0.5721819,no_significant_change,3.850348938,27,1999
ischemic,55-64 years,District of Columbia,Total,2003,0.0111795,-0.0104354,-0.0216149,0.0001405,significant_decrease,0.450022411,27,1999
ischemic,65-74 years,Oklahoma,Female,2009,-0.0518940,-0.0103758,0.0415182,0.0001771,significant_decrease,0.597817246,27,1999
ischemic,65-74 years,Louisiana,Total,2008,-0.0711596,-0.0101464,0.0610133,0.0000094,significant_decrease,0.829461052,27,1999
ischemic,65-74 years,Texas,Total,2008,-0.0812766,-0.0099682,0.0713084,0.0000000,significant_decrease,0.687805775,27,1999
ischemic,55-64 years,Oklahoma,Total,2008,-0.0243911,-0.0099466,0.0144445,0.0000038,significant_decrease,0.424606847,27,1999
ischemic,65-74 years,Idaho,Total,2008,-0.0617451,-0.0099337,0.0518114,0.0000005,significant_decrease,0.531625625,27,1999
ischemic,65-74 years,South Dakota,Total,2007,-0.0567701,-0.0099115,0.0468587,0.0000105,significant_decrease,0.683072945,27,1999
ischemic,65-74 years,Iowa,Total,2007,-0.0671741,-0.0098929,0.0572813,0.0000007,significant_decrease,0.736264713,27,1999
ischemic,65-74 years,Minnesota,Male,2007,-0.0930549,-0.0098796,0.0831753,0.0000000,significant_decrease,0.537069403,27,1999
ischemic,65-74 years,Missouri,Male,2008,-0.1074238,-0.0098718,0.0975520,0.0004071,significant_decrease,1.146486604,27,1999
ischemic,65-74 years,South Dakota,Female,2004,-0.0429187,-0.0098316,0.0330871,0.0000009,significant_decrease,0.371500717,27,1999
ischemic,65-74 years,Delaware,Total,2008,-0.0891487,-0.0098250,0.0793238,0.0007327,significant_decrease,0.591862495,27,1999
ischemic,65-74 years,Georgia,Male,2009,-0.1059245,-0.0097581,0.0961664,0.0000017,significant_decrease,0.768682238,27,1999
ischemic,65-74 years,Utah,Male,2004,-0.1038779,-0.0097401,0.0941378,0.0000035,significant_decrease,0.599532995,27,1999
ischemic,65-74 years,Michigan,Female,2009,-0.0531310,-0.0097118,0.0434192,0.0000000,significant_decrease,0.491549142,27,1999
ischemic,65-74 years,Wisconsin,Total,2007,-0.0722994,-0.0097102,0.0625893,0.0000000,significant_decrease,0.597881435,27,1999
ischemic,85+ years,Nevada,Total,2007,-0.3934772,-0.0095761,0.3839012,0.6222403,no_significant_change,5.310934208,27,1999
ischemic,55-64 years,Arizona,Male,2007,-0.0245890,-0.0095496,0.0150394,0.0000000,significant_decrease,0.430415806,27,1999
ischemic,65-74 years,Ohio,Male,2009,-0.1074743,-0.0095096,0.0979647,0.0002304,significant_decrease,1.034325867,27,1999
ischemic,55-64 years,Alabama,Male,2004,-0.0453493,-0.0094539,0.0358954,0.0000000,significant_decrease,0.445571345,27,1999
ischemic,65-74 years,Indiana,Female,2008,-0.0590264,-0.0093014,0.0497251,0.0000004,significant_decrease,0.419834431,27,1999
ischemic,65-74 years,Pennsylvania,Female,2009,-0.0498327,-0.0092502,0.0405824,0.0000000,significant_decrease,0.375937283,27,1999
ischemic,55-64 years,Massachusetts,Male,2006,-0.0307853,-0.0091931,0.0215923,0.0000000,significant_decrease,0.280861261,27,1999
ischemic,65-74 years,Nebraska,Total,2005,-0.0746842,-0.0091743,0.0655100,0.0000000,significant_decrease,0.438546896,27,1999
ischemic,65-74 years,Arizona,Total,2008,-0.0650847,-0.0090048,0.0560798,0.0000001,significant_decrease,0.601092062,27,1999
ischemic,65-74 years,Ohio,Total,2009,-0.0776511,-0.0087338,0.0689173,0.0000002,significant_decrease,0.718907061,27,1999
ischemic,65-74 years,Tennessee,Female,2009,-0.0498742,-0.0085103,0.0413639,0.0000181,significant_decrease,0.591080686,27,1999
ischemic,65-74 years,South Dakota,Male,2009,-0.0787128,-0.0084152,0.0702976,0.0962339,no_significant_change,0.992059467,27,1999
ischemic,55-64 years,South Carolina,Male,2006,-0.0433284,-0.0084148,0.0349136,0.0000003,significant_decrease,0.546663425,27,1999
ischemic,65-74 years,Wyoming,Female,2013,-0.0242053,-0.0082943,0.0159109,0.1060160,no_significant_change,0.309796837,27,1999
ischemic,65-74 years,Wisconsin,Female,2006,-0.0517027,-0.0082902,0.0434125,0.0000000,significant_decrease,0.335896825,27,1999
ischemic,55-64 years,Michigan,Male,2004,-0.0462342,-0.0082457,0.0379885,0.0000000,significant_decrease,0.556682995,27,1999
ischemic,55-64 years,Texas,Male,2006,-0.0379566,-0.0082366,0.0297200,0.0000000,significant_decrease,0.469478698,27,1999
ischemic,65-74 years,Delaware,Female,2007,-0.0745927,-0.0081195,0.0664732,0.0163985,significant_decrease,0.359670756,27,1999
ischemic,65-74 years,California,Female,2010,-0.0479709,-0.0080933,0.0398776,0.0000000,significant_decrease,0.343982176,27,1999
ischemic,65-74 years,South Carolina,Total,2009,-0.0764261,-0.0080845,0.0683416,0.0000592,significant_decrease,0.64279932,27,1999
ischemic,65-74 years,Louisiana,Female,2008,-0.0521028,-0.0078649,0.0442379,0.0000046,significant_decrease,0.534257251,27,1999
ischemic,65-74 years,Kentucky,Total,2010,-0.0667209,-0.0078343,0.0588866,0.0010056,significant_decrease,0.821397289,27,1999
heart_failure,85+ years,Montana,Male,2004,-0.1995783,-0.0078104,0.1917680,0.4993806,no_significant_change,2.691973242,27,1999
ischemic,65-74 years,Louisiana,Male,2010,-0.0844308,-0.0077430,0.0766878,0.0179490,significant_decrease,1.167525952,27,1999
ischemic,65-74 years,California,Male,2010,-0.0838704,-0.0077308,0.0761396,0.0000844,significant_decrease,0.864805707,27,1999
ischemic,55-64 years,New Jersey,Male,2007,-0.0334553,-0.0077201,0.0257353,0.0000000,significant_decrease,0.327010002,27,1999
ischemic,55-64 years,Idaho,Male,2005,-0.0346816,-0.0077157,0.0269659,0.0000151,significant_decrease,0.35590501,27,1999
ischemic,75-84 years,Minnesota,Female,2009,-0.1058596,-0.0077099,0.0981497,0.0041076,significant_decrease,0.659404574,27,1999
ischemic,55-64 years,Illinois,Total,2007,-0.0268468,-0.0077066,0.0191402,0.0000000,significant_decrease,0.262861132,27,1999
ischemic,65-74 years,California,Total,2010,-0.0638066,-0.0076883,0.0561182,0.0000004,significant_decrease,0.589540654,27,1999
ischemic,65-74 years,North Dakota,Female,2008,-0.0404583,-0.0076833,0.0327750,0.0109474,significant_decrease,0.321369929,27,1999
heart_failure,75-84 years,Montana,Total,2003,-0.0298187,-0.0076777,0.0221411,0.0000711,significant_decrease,0.376753988,27,1999
ischemic,65-74 years,Alaska,Female,2003,-0.1099437,-0.0076537,0.1022900,0.0021685,significant_decrease,0.324982474,27,1999
ischemic,75-84 years,New Mexico,Total,2009,-0.1283081,-0.0076143,0.1206939,0.0897592,no_significant_change,1.71368026,27,1999
ischemic,65-74 years,Tennessee,Total,2009,-0.0695055,-0.0075595,0.0619460,0.0001809,significant_decrease,0.950981556,27,1999
ischemic,65-74 years,Georgia,Total,2009,-0.0759632,-0.0074732,0.0684901,0.0000001,significant_decrease,0.530658734,27,1999
ischemic,55-64 years,Louisiana,Male,2009,-0.0267954,-0.0074205,0.0193749,0.0001219,significant_decrease,0.624956237,27,1999
ischemic,65-74 years,South Carolina,Female,2009,-0.0546944,-0.0073988,0.0472955,0.0000332,significant_decrease,0.383455109,27,1999
heart_failure,75-84 years,Montana,Male,2003,-0.0374699,-0.0073337,0.0301362,0.0124011,significant_decrease,0.399348366,27,1999
ischemic,65-74 years,North Carolina,Female,2008,-0.0600974,-0.0072973,0.0528001,0.0000010,significant_decrease,0.392731987,27,1999
ischemic,65-74 years,Florida,Male,2008,-0.0948216,-0.0072439,0.0875776,0.0000269,significant_decrease,0.884102881,27,1999
ischemic,65-74 years,New Hampshire,Female,2009,-0.0493736,-0.0072144,0.0421592,0.0016172,significant_decrease,0.280780145,27,1999
ischemic,65-74 years,Ohio,Female,2010,-0.0516192,-0.0072063,0.0444129,0.0000013,significant_decrease,0.436429434,27,1999
ischemic,65-74 years,Texas,Female,2009,-0.0544928,-0.0071420,0.0473508,0.0000000,significant_decrease,0.420110499,27,1999
ischemic,65-74 years,Arkansas,Total,2007,-0.0570207,-0.0070521,0.0499686,0.0094205,significant_decrease,0.964522402,27,1999
ischemic,55-64 years,Nevada,Male,2004,-0.0581371,-0.0070282,0.0511089,0.0000233,significant_decrease,0.503534438,27,1999
ischemic,65-74 years,Virginia,Male,2009,-0.0899133,-0.0069009,0.0830124,0.0020007,significant_decrease,0.85056285,27,1999
ischemic,55-64 years,Alabama,Total,2004,-0.0322081,-0.0067945,0.0254136,0.0000000,significant_decrease,0.301697471,27,1999
ischemic,65-74 years,Georgia,Female,2008,-0.0587458,-0.0067680,0.0519778,0.0000000,significant_decrease,0.329314844,27,1999
ischemic,65-74 years,Minnesota,Total,2007,-0.0620530,-0.0067274,0.0553256,0.0000000,significant_decrease,0.36005943,27,1999
ischemic,65-74 years,Massachusetts,Female,2012,-0.0342481,-0.0066303,0.0276177,0.0000005,significant_decrease,0.22304458,27,1999
ischemic,55-64 years,North Carolina,Male,2007,-0.0371656,-0.0065841,0.0305815,0.0000037,significant_decrease,0.509625973,27,1999
ischemic,65-74 years,Rhode Island,Total,2012,-0.0670183,-0.0065596,0.0604587,0.0271970,significant_decrease,0.615650404,27,1999
ischemic,65-74 years,Missouri,Total,2009,-0.0702504,-0.0063941,0.0638563,0.0013687,significant_decrease,0.807126423,27,1999
ischemic,65-74 years,Vermont,Total,2007,-0.0650033,-0.0063782,0.0586251,0.0316877,significant_decrease,0.635047327,27,1999
ischemic,55-64 years,South Dakota,Male,2007,-0.0188942,-0.0063661,0.0125280,0.0052842,significant_decrease,0.477056367,27,1999
ischemic,65-74 years,New Hampshire,Total,2009,-0.0769691,-0.0062610,0.0707081,0.0050340,significant_decrease,0.517252585,27,1999
ischemic,65-74 years,Iowa,Female,2009,-0.0374331,-0.0061842,0.0312489,0.0006320,significant_decrease,0.439718902,27,1999
ischemic,65-74 years,Tennessee,Male,2009,-0.0980705,-0.0061121,0.0919584,0.0132396,significant_decrease,1.363902019,27,1999
ischemic,65-74 years,Kentucky,Female,2010,-0.0483020,-0.0060894,0.0422126,0.0009964,significant_decrease,0.527989859,27,1999
ischemic,55-64 years,Florida,Male,2007,-0.0365409,-0.0060348,0.0305062,0.0000000,significant_decrease,0.443236496,27,1999
ischemic,65-74 years,Vermont,Male,2006,-0.1112268,-0.0060188,0.1052080,0.1934761,no_significant_change,0.92183636,27,1999
ischemic,65-74 years,Vermont,Female,2010,-0.0322845,-0.0059197,0.0263649,0.1087439,no_significant_change,0.363589223,27,1999
