"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","Alabama","01","1999","1999","Female","F",271,216486,125.2
,"55-64 years","55-64","Alabama","01","1999","1999","Male","M",603,194056,310.7
,"55-64 years","55-64","Alabama","01","2000","2000","Female","F",269,218838,122.9
,"55-64 years","55-64","Alabama","01","2000","2000","Male","M",592,196694,301.0
,"55-64 years","55-64","Alabama","01","2001","2001","Female","F",263,223539,117.7
,"55-64 years","55-64","Alabama","01","2001","2001","Male","M",571,201485,283.4
,"55-64 years","55-64","Alabama","01","2002","2002","Female","F",273,234530,116.4
,"55-64 years","55-64","Alabama","01","2002","2002","Male","M",577,212993,270.9
,"55-64 years","55-64","Alabama","01","2003","2003","Female","F",245,243415,100.7
,"55-64 years","55-64","Alabama","01","2003","2003","Male","M",540,222255,243.0
,"55-64 years","55-64","Alabama","01","2004","2004","Female","F",241,253296,95.1
,"55-64 years","55-64","Alabama","01","2004","2004","Male","M",521,232067,224.5
,"55-64 years","55-64","Alabama","01","2005","2005","Female","F",258,263210,98.0
,"55-64 years","55-64","Alabama","01","2005","2005","Male","M",557,241277,230.9
,"55-64 years","55-64","Alabama","01","2006","2006","Female","F",227,273519,83.0
,"55-64 years","55-64","Alabama","01","2006","2006","Male","M",566,250793,225.7
,"55-64 years","55-64","Alabama","01","2007","2007","Female","F",236,282783,83.5
,"55-64 years","55-64","Alabama","01","2007","2007","Male","M",582,259292,224.5
,"55-64 years","55-64","Alabama","01","2008","2008","Female","F",238,290035,82.1
,"55-64 years","55-64","Alabama","01","2008","2008","Male","M",551,266305,206.9
,"55-64 years","55-64","Alabama","01","2009","2009","Female","F",244,298994,81.6
,"55-64 years","55-64","Alabama","01","2009","2009","Male","M",612,273893,223.4
,"55-64 years","55-64","Alabama","01","2010","2010","Female","F",246,306797,80.2
,"55-64 years","55-64","Alabama","01","2010","2010","Male","M",561,281236,199.5
,"55-64 years","55-64","Alabama","01","2011","2011","Female","F",258,318639,81.0
,"55-64 years","55-64","Alabama","01","2011","2011","Male","M",646,291585,221.5
,"55-64 years","55-64","Alabama","01","2012","2012","Female","F",248,321543,77.1
,"55-64 years","55-64","Alabama","01","2012","2012","Male","M",553,293865,188.2
,"55-64 years","55-64","Alabama","01","2013","2013","Female","F",234,325850,71.8
,"55-64 years","55-64","Alabama","01","2013","2013","Male","M",592,296949,199.4
,"55-64 years","55-64","Alabama","01","2014","2014","Female","F",243,329505,73.7
,"55-64 years","55-64","Alabama","01","2014","2014","Male","M",583,299971,194.4
,"55-64 years","55-64","Alabama","01","2015","2015","Female","F",233,334123,69.7
,"55-64 years","55-64","Alabama","01","2015","2015","Male","M",599,303874,197.1
,"55-64 years","55-64","Alabama","01","2016","2016","Female","F",271,337993,80.2
,"55-64 years","55-64","Alabama","01","2016","2016","Male","M",566,307099,184.3
,"55-64 years","55-64","Alabama","01","2017","2017","Female","F",219,341133,64.2
,"55-64 years","55-64","Alabama","01","2017","2017","Male","M",635,309412,205.2
,"55-64 years","55-64","Alabama","01","2018","2018","Female","F",239,343624,69.6
,"55-64 years","55-64","Alabama","01","2018","2018","Male","M",632,311555,202.9
,"55-64 years","55-64","Alabama","01","2019","2019","Female","F",247,344792,71.6
,"55-64 years","55-64","Alabama","01","2019","2019","Male","M",538,312875,172.0
,"55-64 years","55-64","Alabama","01","2020","2020","Female","F",261,344359,75.8
,"55-64 years","55-64","Alabama","01","2020","2020","Male","M",608,312922,194.3
,"55-64 years","55-64","Alaska","02","1999","1999","Female","F",17,20168,Unreliable
,"55-64 years","55-64","Alaska","02","1999","1999","Male","M",46,23173,198.5
,"55-64 years","55-64","Alaska","02","2000","2000","Female","F",19,20844,Unreliable
,"55-64 years","55-64","Alaska","02","2000","2000","Male","M",51,23906,213.3
,"55-64 years","55-64","Alaska","02","2001","2001","Female","F",12,22200,Unreliable
,"55-64 years","55-64","Alaska","02","2001","2001","Male","M",46,25443,180.8
,"55-64 years","55-64","Alaska","02","2002","2002","Female","F",15,24370,Unreliable
,"55-64 years","55-64","Alaska","02","2002","2002","Male","M",70,28058,249.5
,"55-64 years","55-64","Alaska","02","2003","2003","Female","F",17,26162,Unreliable
,"55-64 years","55-64","Alaska","02","2003","2003","Male","M",47,30106,156.1
,"55-64 years","55-64","Alaska","02","2004","2004","Female","F",21,28370,74.0
,"55-64 years","55-64","Alaska","02","2004","2004","Male","M",52,32618,159.4
,"55-64 years","55-64","Alaska","02","2005","2005","Female","F",16,30403,Unreliable
,"55-64 years","55-64","Alaska","02","2005","2005","Male","M",66,35104,188.0
,"55-64 years","55-64","Alaska","02","2006","2006","Female","F",15,32349,Unreliable
,"55-64 years","55-64","Alaska","02","2006","2006","Male","M",41,37404,109.6
,"55-64 years","55-64","Alaska","02","2007","2007","Female","F",12,34318,Unreliable
,"55-64 years","55-64","Alaska","02","2007","2007","Male","M",59,39361,149.9
,"55-64 years","55-64","Alaska","02","2008","2008","Female","F",18,36348,Unreliable
,"55-64 years","55-64","Alaska","02","2008","2008","Male","M",50,41619,120.1
,"55-64 years","55-64","Alaska","02","2009","2009","Female","F",13,38763,Unreliable
,"55-64 years","55-64","Alaska","02","2009","2009","Male","M",83,44312,187.3
,"55-64 years","55-64","Alaska","02","2010","2010","Female","F",23,40284,57.1
,"55-64 years","55-64","Alaska","02","2010","2010","Male","M",75,45625,164.4
,"55-64 years","55-64","Alaska","02","2011","2011","Female","F",26,42894,60.6
,"55-64 years","55-64","Alaska","02","2011","2011","Male","M",100,47991,208.4
,"55-64 years","55-64","Alaska","02","2012","2012","Female","F",19,44158,Unreliable
,"55-64 years","55-64","Alaska","02","2012","2012","Male","M",70,48658,143.9
,"55-64 years","55-64","Alaska","02","2013","2013","Female","F",18,44312,Unreliable
,"55-64 years","55-64","Alaska","02","2013","2013","Male","M",68,48508,140.2
,"55-64 years","55-64","Alaska","02","2014","2014","Female","F",25,44639,56.0
,"55-64 years","55-64","Alaska","02","2014","2014","Male","M",85,48411,175.6
,"55-64 years","55-64","Alaska","02","2015","2015","Female","F",26,45160,57.6
,"55-64 years","55-64","Alaska","02","2015","2015","Male","M",91,48464,187.8
,"55-64 years","55-64","Alaska","02","2016","2016","Female","F",26,46100,56.4
,"55-64 years","55-64","Alaska","02","2016","2016","Male","M",100,49222,203.2
,"55-64 years","55-64","Alaska","02","2017","2017","Female","F",30,46245,64.9
,"55-64 years","55-64","Alaska","02","2017","2017","Male","M",74,49121,150.6
,"55-64 years","55-64","Alaska","02","2018","2018","Female","F",20,45975,43.5
,"55-64 years","55-64","Alaska","02","2018","2018","Male","M",89,48627,183.0
,"55-64 years","55-64","Alaska","02","2019","2019","Female","F",21,45269,46.4
,"55-64 years","55-64","Alaska","02","2019","2019","Male","M",78,48070,162.3
,"55-64 years","55-64","Alaska","02","2020","2020","Female","F",30,44296,67.7
,"55-64 years","55-64","Alaska","02","2020","2020","Male","M",86,47240,182.0
,"55-64 years","55-64","Arizona","04","1999","1999","Female","F",243,224305,108.3
,"55-64 years","55-64","Arizona","04","1999","1999","Male","M",589,203442,289.5
,"55-64 years","55-64","Arizona","04","2000","2000","Female","F",229,231962,98.7
,"55-64 years","55-64","Arizona","04","2000","2000","Male","M",545,210410,259.0
,"55-64 years","55-64","Arizona","04","2001","2001","Female","F",204,243300,83.8
,"55-64 years","55-64","Arizona","04","2001","2001","Male","M",596,221049,269.6
,"55-64 years","55-64","Arizona","04","2002","2002","Female","F",210,259998,80.8
,"55-64 years","55-64","Arizona","04","2002","2002","Male","M",632,236953,266.7
,"55-64 years","55-64","Arizona","04","2003","2003","Female","F",222,276088,80.4
,"55-64 years","55-64","Arizona","04","2003","2003","Male","M",598,251298,238.0
,"55-64 years","55-64","Arizona","04","2004","2004","Female","F",239,292897,81.6
,"55-64 years","55-64","Arizona","04","2004","2004","Male","M",643,266773,241.0
,"55-64 years","55-64","Arizona","04","2005","2005","Female","F",240,312274,76.9
,"55-64 years","55-64","Arizona","04","2005","2005","Male","M",688,284720,241.6
,"55-64 years","55-64","Arizona","04","2006","2006","Female","F",229,331379,69.1
,"55-64 years","55-64","Arizona","04","2006","2006","Male","M",684,301884,226.6
,"55-64 years","55-64","Arizona","04","2007","2007","Female","F",244,345568,70.6
,"55-64 years","55-64","Arizona","04","2007","2007","Male","M",630,314829,200.1
,"55-64 years","55-64","Arizona","04","2008","2008","Female","F",225,357174,63.0
,"55-64 years","55-64","Arizona","04","2008","2008","Male","M",703,325075,216.3
,"55-64 years","55-64","Arizona","04","2009","2009","Female","F",209,369577,56.6
,"55-64 years","55-64","Arizona","04","2009","2009","Male","M",670,335251,199.9
,"55-64 years","55-64","Arizona","04","2010","2010","Female","F",227,380609,59.6
,"55-64 years","55-64","Arizona","04","2010","2010","Male","M",700,345619,202.5
,"55-64 years","55-64","Arizona","04","2011","2011","Female","F",259,396693,65.3
,"55-64 years","55-64","Arizona","04","2011","2011","Male","M",721,359537,200.5
,"55-64 years","55-64","Arizona","04","2012","2012","Female","F",260,401281,64.8
,"55-64 years","55-64","Arizona","04","2012","2012","Male","M",703,363552,193.4
,"55-64 years","55-64","Arizona","04","2013","2013","Female","F",217,407830,53.2
,"55-64 years","55-64","Arizona","04","2013","2013","Male","M",684,369020,185.4
,"55-64 years","55-64","Arizona","04","2014","2014","Female","F",232,417103,55.6
,"55-64 years","55-64","Arizona","04","2014","2014","Male","M",648,376811,172.0
,"55-64 years","55-64","Arizona","04","2015","2015","Female","F",254,427277,59.4
,"55-64 years","55-64","Arizona","04","2015","2015","Male","M",726,386424,187.9
,"55-64 years","55-64","Arizona","04","2016","2016","Female","F",267,436323,61.2
,"55-64 years","55-64","Arizona","04","2016","2016","Male","M",748,394819,189.5
,"55-64 years","55-64","Arizona","04","2017","2017","Female","F",228,443427,51.4
,"55-64 years","55-64","Arizona","04","2017","2017","Male","M",760,402826,188.7
,"55-64 years","55-64","Arizona","04","2018","2018","Female","F",223,453093,49.2
,"55-64 years","55-64","Arizona","04","2018","2018","Male","M",669,413184,161.9
,"55-64 years","55-64","Arizona","04","2019","2019","Female","F",220,460049,47.8
,"55-64 years","55-64","Arizona","04","2019","2019","Male","M",653,420745,155.2
,"55-64 years","55-64","Arizona","04","2020","2020","Female","F",235,466773,50.3
,"55-64 years","55-64","Arizona","04","2020","2020","Male","M",773,428136,180.6
,"55-64 years","55-64","Arkansas","05","1999","1999","Female","F",160,131136,122.0
,"55-64 years","55-64","Arkansas","05","1999","1999","Male","M",388,119881,323.7
,"55-64 years","55-64","Arkansas","05","2000","2000","Female","F",183,133913,136.7
,"55-64 years","55-64","Arkansas","05","2000","2000","Male","M",434,122870,353.2
,"55-64 years","55-64","Arkansas","05","2001","2001","Female","F",175,136736,128.0
,"55-64 years","55-64","Arkansas","05","2001","2001","Male","M",458,125992,363.5
,"55-64 years","55-64","Arkansas","05","2002","2002","Female","F",215,143679,149.6
,"55-64 years","55-64","Arkansas","05","2002","2002","Male","M",457,132792,344.1
,"55-64 years","55-64","Arkansas","05","2003","2003","Female","F",195,148639,131.2
,"55-64 years","55-64","Arkansas","05","2003","2003","Male","M",437,137956,316.8
,"55-64 years","55-64","Arkansas","05","2004","2004","Female","F",197,154024,127.9
,"55-64 years","55-64","Arkansas","05","2004","2004","Male","M",448,143634,311.9
,"55-64 years","55-64","Arkansas","05","2005","2005","Female","F",202,159434,126.7
,"55-64 years","55-64","Arkansas","05","2005","2005","Male","M",444,148637,298.7
,"55-64 years","55-64","Arkansas","05","2006","2006","Female","F",186,164859,112.8
,"55-64 years","55-64","Arkansas","05","2006","2006","Male","M",503,153834,327.0
,"55-64 years","55-64","Arkansas","05","2007","2007","Female","F",192,169412,113.3
,"55-64 years","55-64","Arkansas","05","2007","2007","Male","M",452,158511,285.2
,"55-64 years","55-64","Arkansas","05","2008","2008","Female","F",188,173251,108.5
,"55-64 years","55-64","Arkansas","05","2008","2008","Male","M",482,162061,297.4
,"55-64 years","55-64","Arkansas","05","2009","2009","Female","F",207,177789,116.4
,"55-64 years","55-64","Arkansas","05","2009","2009","Male","M",486,165860,293.0
,"55-64 years","55-64","Arkansas","05","2010","2010","Female","F",228,181700,125.5
,"55-64 years","55-64","Arkansas","05","2010","2010","Male","M",463,169291,273.5
,"55-64 years","55-64","Arkansas","05","2011","2011","Female","F",211,188533,111.9
,"55-64 years","55-64","Arkansas","05","2011","2011","Male","M",525,175066,299.9
,"55-64 years","55-64","Arkansas","05","2012","2012","Female","F",232,189157,122.6
,"55-64 years","55-64","Arkansas","05","2012","2012","Male","M",514,174995,293.7
,"55-64 years","55-64","Arkansas","05","2013","2013","Female","F",224,190685,117.5
,"55-64 years","55-64","Arkansas","05","2013","2013","Male","M",508,176280,288.2
,"55-64 years","55-64","Arkansas","05","2014","2014","Female","F",194,192076,101.0
,"55-64 years","55-64","Arkansas","05","2014","2014","Male","M",539,177597,303.5
,"55-64 years","55-64","Arkansas","05","2015","2015","Female","F",245,194468,126.0
,"55-64 years","55-64","Arkansas","05","2015","2015","Male","M",536,180052,297.7
,"55-64 years","55-64","Arkansas","05","2016","2016","Female","F",262,196379,133.4
,"55-64 years","55-64","Arkansas","05","2016","2016","Male","M",534,181966,293.5
,"55-64 years","55-64","Arkansas","05","2017","2017","Female","F",263,198167,132.7
,"55-64 years","55-64","Arkansas","05","2017","2017","Male","M",626,183689,340.8
,"55-64 years","55-64","Arkansas","05","2018","2018","Female","F",243,199462,121.8
,"55-64 years","55-64","Arkansas","05","2018","2018","Male","M",562,185005,303.8
,"55-64 years","55-64","Arkansas","05","2019","2019","Female","F",284,200176,141.9
,"55-64 years","55-64","Arkansas","05","2019","2019","Male","M",604,185818,325.0
,"55-64 years","55-64","Arkansas","05","2020","2020","Female","F",296,200163,147.9
,"55-64 years","55-64","Arkansas","05","2020","2020","Male","M",612,186037,329.0
,"55-64 years","55-64","California","06","1999","1999","Female","F",1419,1319908,107.5
,"55-64 years","55-64","California","06","1999","1999","Male","M",3222,1223139,263.4
,"55-64 years","55-64","California","06","2000","2000","Female","F",1286,1356785,94.8
,"55-64 years","55-64","California","06","2000","2000","Male","M",3272,1257308,260.2
,"55-64 years","55-64","California","06","2001","2001","Female","F",1247,1414777,88.1
,"55-64 years","55-64","California","06","2001","2001","Male","M",3132,1313640,238.4
,"55-64 years","55-64","California","06","2002","2002","Female","F",1319,1506733,87.5
,"55-64 years","55-64","California","06","2002","2002","Male","M",3267,1402754,232.9
,"55-64 years","55-64","California","06","2003","2003","Female","F",1308,1585922,82.5
,"55-64 years","55-64","California","06","2003","2003","Male","M",3358,1476641,227.4
,"55-64 years","55-64","California","06","2004","2004","Female","F",1248,1661110,75.1
,"55-64 years","55-64","California","06","2004","2004","Male","M",3237,1544835,209.5
,"55-64 years","55-64","California","06","2005","2005","Female","F",1286,1735963,74.1
,"55-64 years","55-64","California","06","2005","2005","Male","M",3394,1616930,209.9
,"55-64 years","55-64","California","06","2006","2006","Female","F",1311,1805575,72.6
,"55-64 years","55-64","California","06","2006","2006","Male","M",3386,1682305,201.3
,"55-64 years","55-64","California","06","2007","2007","Female","F",1255,1873090,67.0
,"55-64 years","55-64","California","06","2007","2007","Male","M",3378,1745333,193.5
,"55-64 years","55-64","California","06","2008","2008","Female","F",1173,1939797,60.5
,"55-64 years","55-64","California","06","2008","2008","Male","M",3388,1809088,187.3
,"55-64 years","55-64","California","06","2009","2009","Female","F",1132,2021341,56.0
,"55-64 years","55-64","California","06","2009","2009","Male","M",3328,1884209,176.6
,"55-64 years","55-64","California","06","2010","2010","Female","F",1158,2087346,55.5
,"55-64 years","55-64","California","06","2010","2010","Male","M",3306,1949147,169.6
,"55-64 years","55-64","California","06","2011","2011","Female","F",1202,2182069,55.1
,"55-64 years","55-64","California","06","2011","2011","Male","M",3375,2037687,165.6
,"55-64 years","55-64","California","06","2012","2012","Female","F",1275,2225786,57.3
,"55-64 years","55-64","California","06","2012","2012","Male","M",3456,2078087,166.3
,"55-64 years","55-64","California","06","2013","2013","Female","F",1122,2275101,49.3
,"55-64 years","55-64","California","06","2013","2013","Male","M",3522,2128335,165.5
,"55-64 years","55-64","California","06","2014","2014","Female","F",1146,2333467,49.1
,"55-64 years","55-64","California","06","2014","2014","Male","M",3354,2186133,153.4
,"55-64 years","55-64","California","06","2015","2015","Female","F",1220,2386715,51.1
,"55-64 years","55-64","California","06","2015","2015","Male","M",3451,2243148,153.8
,"55-64 years","55-64","California","06","2016","2016","Female","F",1218,2415118,50.4
,"55-64 years","55-64","California","06","2016","2016","Male","M",3562,2273600,156.7
,"55-64 years","55-64","California","06","2017","2017","Female","F",1240,2450872,50.6
,"55-64 years","55-64","California","06","2017","2017","Male","M",3536,2311806,153.0
,"55-64 years","55-64","California","06","2018","2018","Female","F",1215,2456773,49.5
,"55-64 years","55-64","California","06","2018","2018","Male","M",3589,2324453,154.4
,"55-64 years","55-64","California","06","2019","2019","Female","F",1162,2455116,47.3
,"55-64 years","55-64","California","06","2019","2019","Male","M",3582,2331519,153.6
,"55-64 years","55-64","California","06","2020","2020","Female","F",1333,2437984,54.7
,"55-64 years","55-64","California","06","2020","2020","Male","M",4003,2324437,172.2
,"55-64 years","55-64","Colorado","08","1999","1999","Female","F",114,167246,68.2
,"55-64 years","55-64","Colorado","08","1999","1999","Male","M",364,161800,225.0
,"55-64 years","55-64","Colorado","08","2000","2000","Female","F",99,172223,57.5
,"55-64 years","55-64","Colorado","08","2000","2000","Male","M",316,167084,189.1
,"55-64 years","55-64","Colorado","08","2001","2001","Female","F",95,181370,52.4
,"55-64 years","55-64","Colorado","08","2001","2001","Male","M",306,176624,173.2
,"55-64 years","55-64","Colorado","08","2002","2002","Female","F",108,196201,55.0
,"55-64 years","55-64","Colorado","08","2002","2002","Male","M",381,191359,199.1
,"55-64 years","55-64","Colorado","08","2003","2003","Female","F",109,209195,52.1
,"55-64 years","55-64","Colorado","08","2003","2003","Male","M",345,204480,168.7
,"55-64 years","55-64","Colorado","08","2004","2004","Female","F",118,221319,53.3
,"55-64 years","55-64","Colorado","08","2004","2004","Male","M",348,216641,160.6
,"55-64 years","55-64","Colorado","08","2005","2005","Female","F",95,235778,40.3
,"55-64 years","55-64","Colorado","08","2005","2005","Male","M",346,230162,150.3
,"55-64 years","55-64","Colorado","08","2006","2006","Female","F",111,250306,44.3
,"55-64 years","55-64","Colorado","08","2006","2006","Male","M",371,244418,151.8
,"55-64 years","55-64","Colorado","08","2007","2007","Female","F",125,264948,47.2
,"55-64 years","55-64","Colorado","08","2007","2007","Male","M",358,258484,138.5
,"55-64 years","55-64","Colorado","08","2008","2008","Female","F",113,278667,40.6
,"55-64 years","55-64","Colorado","08","2008","2008","Male","M",368,270978,135.8
,"55-64 years","55-64","Colorado","08","2009","2009","Female","F",127,292920,43.4
,"55-64 years","55-64","Colorado","08","2009","2009","Male","M",364,284297,128.0
,"55-64 years","55-64","Colorado","08","2010","2010","Female","F",99,303489,32.6
,"55-64 years","55-64","Colorado","08","2010","2010","Male","M",384,294155,130.5
,"55-64 years","55-64","Colorado","08","2011","2011","Female","F",106,319710,33.2
,"55-64 years","55-64","Colorado","08","2011","2011","Male","M",431,308910,139.5
,"55-64 years","55-64","Colorado","08","2012","2012","Female","F",128,326872,39.2
,"55-64 years","55-64","Colorado","08","2012","2012","Male","M",408,315006,129.5
,"55-64 years","55-64","Colorado","08","2013","2013","Female","F",101,334900,30.2
,"55-64 years","55-64","Colorado","08","2013","2013","Male","M",390,321261,121.4
,"55-64 years","55-64","Colorado","08","2014","2014","Female","F",118,342404,34.5
,"55-64 years","55-64","Colorado","08","2014","2014","Male","M",459,327882,140.0
,"55-64 years","55-64","Colorado","08","2015","2015","Female","F",124,350468,35.4
,"55-64 years","55-64","Colorado","08","2015","2015","Male","M",424,335092,126.5
,"55-64 years","55-64","Colorado","08","2016","2016","Female","F",116,357920,32.4
,"55-64 years","55-64","Colorado","08","2016","2016","Male","M",442,341390,129.5
,"55-64 years","55-64","Colorado","08","2017","2017","Female","F",131,361672,36.2
,"55-64 years","55-64","Colorado","08","2017","2017","Male","M",408,344808,118.3
,"55-64 years","55-64","Colorado","08","2018","2018","Female","F",121,364075,33.2
,"55-64 years","55-64","Colorado","08","2018","2018","Male","M",422,346525,121.8
,"55-64 years","55-64","Colorado","08","2019","2019","Female","F",122,365065,33.4
,"55-64 years","55-64","Colorado","08","2019","2019","Male","M",403,347948,115.8
,"55-64 years","55-64","Colorado","08","2020","2020","Female","F",135,362781,37.2
,"55-64 years","55-64","Colorado","08","2020","2020","Male","M",433,345964,125.2
,"55-64 years","55-64","Connecticut","09","1999","1999","Female","F",143,157350,90.9
,"55-64 years","55-64","Connecticut","09","1999","1999","Male","M",363,145109,250.2
,"55-64 years","55-64","Connecticut","09","2000","2000","Female","F",132,160583,82.2
,"55-64 years","55-64","Connecticut","09","2000","2000","Male","M",345,148030,233.1
,"55-64 years","55-64","Connecticut","09","2001","2001","Female","F",132,166233,79.4
,"55-64 years","55-64","Connecticut","09","2001","2001","Male","M",319,153381,208.0
,"55-64 years","55-64","Connecticut","09","2002","2002","Female","F",130,177531,73.2
,"55-64 years","55-64","Connecticut","09","2002","2002","Male","M",339,163483,207.4
,"55-64 years","55-64","Connecticut","09","2003","2003","Female","F",123,185778,66.2
,"55-64 years","55-64","Connecticut","09","2003","2003","Male","M",339,171089,198.1
,"55-64 years","55-64","Connecticut","09","2004","2004","Female","F",107,192839,55.5
,"55-64 years","55-64","Connecticut","09","2004","2004","Male","M",302,177450,170.2
,"55-64 years","55-64","Connecticut","09","2005","2005","Female","F",96,199489,48.1
,"55-64 years","55-64","Connecticut","09","2005","2005","Male","M",284,183726,154.6
,"55-64 years","55-64","Connecticut","09","2006","2006","Female","F",112,206349,54.3
,"55-64 years","55-64","Connecticut","09","2006","2006","Male","M",287,189897,151.1
,"55-64 years","55-64","Connecticut","09","2007","2007","Female","F",100,211796,47.2
,"55-64 years","55-64","Connecticut","09","2007","2007","Male","M",268,195718,136.9
,"55-64 years","55-64","Connecticut","09","2008","2008","Female","F",94,216388,43.4
,"55-64 years","55-64","Connecticut","09","2008","2008","Male","M",284,200102,141.9
,"55-64 years","55-64","Connecticut","09","2009","2009","Female","F",101,223365,45.2
,"55-64 years","55-64","Connecticut","09","2009","2009","Male","M",291,207419,140.3
,"55-64 years","55-64","Connecticut","09","2010","2010","Female","F",86,229814,37.4
,"55-64 years","55-64","Connecticut","09","2010","2010","Male","M",290,213638,135.7
,"55-64 years","55-64","Connecticut","09","2011","2011","Female","F",88,239199,36.8
,"55-64 years","55-64","Connecticut","09","2011","2011","Male","M",287,222464,129.0
,"55-64 years","55-64","Connecticut","09","2012","2012","Female","F",112,241762,46.3
,"55-64 years","55-64","Connecticut","09","2012","2012","Male","M",292,225711,129.4
,"55-64 years","55-64","Connecticut","09","2013","2013","Female","F",86,246380,34.9
,"55-64 years","55-64","Connecticut","09","2013","2013","Male","M",283,231003,122.5
,"55-64 years","55-64","Connecticut","09","2014","2014","Female","F",87,251543,34.6
,"55-64 years","55-64","Connecticut","09","2014","2014","Male","M",270,235718,114.5
,"55-64 years","55-64","Connecticut","09","2015","2015","Female","F",86,256325,33.6
,"55-64 years","55-64","Connecticut","09","2015","2015","Male","M",309,240641,128.4
,"55-64 years","55-64","Connecticut","09","2016","2016","Female","F",95,260519,36.5
,"55-64 years","55-64","Connecticut","09","2016","2016","Male","M",322,244036,131.9
,"55-64 years","55-64","Connecticut","09","2017","2017","Female","F",106,263698,40.2
,"55-64 years","55-64","Connecticut","09","2017","2017","Male","M",321,246821,130.1
,"55-64 years","55-64","Connecticut","09","2018","2018","Female","F",100,264509,37.8
,"55-64 years","55-64","Connecticut","09","2018","2018","Male","M",340,247296,137.5
,"55-64 years","55-64","Connecticut","09","2019","2019","Female","F",100,265580,37.7
,"55-64 years","55-64","Connecticut","09","2019","2019","Male","M",293,247875,118.2
,"55-64 years","55-64","Connecticut","09","2020","2020","Female","F",132,265459,49.7
,"55-64 years","55-64","Connecticut","09","2020","2020","Male","M",359,247336,145.1
,"55-64 years","55-64","Delaware","10","1999","1999","Female","F",47,36656,128.2
,"55-64 years","55-64","Delaware","10","1999","1999","Male","M",83,33230,249.8
,"55-64 years","55-64","Delaware","10","2000","2000","Female","F",40,37529,106.6
,"55-64 years","55-64","Delaware","10","2000","2000","Male","M",116,33990,341.3
,"55-64 years","55-64","Delaware","10","2001","2001","Female","F",44,38918,113.1
,"55-64 years","55-64","Delaware","10","2001","2001","Male","M",108,35324,305.7
,"55-64 years","55-64","Delaware","10","2002","2002","Female","F",40,41617,96.1
,"55-64 years","55-64","Delaware","10","2002","2002","Male","M",81,37963,213.4
,"55-64 years","55-64","Delaware","10","2003","2003","Female","F",39,44137,88.4
,"55-64 years","55-64","Delaware","10","2003","2003","Male","M",90,40029,224.8
,"55-64 years","55-64","Delaware","10","2004","2004","Female","F",41,46562,88.1
,"55-64 years","55-64","Delaware","10","2004","2004","Male","M",106,42007,252.3
,"55-64 years","55-64","Delaware","10","2005","2005","Female","F",53,49068,108.0
,"55-64 years","55-64","Delaware","10","2005","2005","Male","M",116,44059,263.3
,"55-64 years","55-64","Delaware","10","2006","2006","Female","F",38,51555,73.7
,"55-64 years","55-64","Delaware","10","2006","2006","Male","M",95,46169,205.8
,"55-64 years","55-64","Delaware","10","2007","2007","Female","F",33,53677,61.5
,"55-64 years","55-64","Delaware","10","2007","2007","Male","M",122,47550,256.6
,"55-64 years","55-64","Delaware","10","2008","2008","Female","F",54,55587,97.1
,"55-64 years","55-64","Delaware","10","2008","2008","Male","M",104,49190,211.4
,"55-64 years","55-64","Delaware","10","2009","2009","Female","F",42,57221,73.4
,"55-64 years","55-64","Delaware","10","2009","2009","Male","M",99,50433,196.3
,"55-64 years","55-64","Delaware","10","2010","2010","Female","F",41,58866,69.6
,"55-64 years","55-64","Delaware","10","2010","2010","Male","M",94,52063,180.6
,"55-64 years","55-64","Delaware","10","2011","2011","Female","F",29,61515,47.1
,"55-64 years","55-64","Delaware","10","2011","2011","Male","M",114,54717,208.3
,"55-64 years","55-64","Delaware","10","2012","2012","Female","F",40,62472,64.0
,"55-64 years","55-64","Delaware","10","2012","2012","Male","M",78,55243,141.2
,"55-64 years","55-64","Delaware","10","2013","2013","Female","F",37,64162,57.7
,"55-64 years","55-64","Delaware","10","2013","2013","Male","M",119,56665,210.0
,"55-64 years","55-64","Delaware","10","2014","2014","Female","F",38,65849,57.7
,"55-64 years","55-64","Delaware","10","2014","2014","Male","M",99,58183,170.2
,"55-64 years","55-64","Delaware","10","2015","2015","Female","F",39,67884,57.5
,"55-64 years","55-64","Delaware","10","2015","2015","Male","M",108,59904,180.3
,"55-64 years","55-64","Delaware","10","2016","2016","Female","F",40,69556,57.5
,"55-64 years","55-64","Delaware","10","2016","2016","Male","M",106,61089,173.5
,"55-64 years","55-64","Delaware","10","2017","2017","Female","F",50,70791,70.6
,"55-64 years","55-64","Delaware","10","2017","2017","Male","M",93,62435,149.0
,"55-64 years","55-64","Delaware","10","2018","2018","Female","F",27,72038,37.5
,"55-64 years","55-64","Delaware","10","2018","2018","Male","M",75,63601,117.9
,"55-64 years","55-64","Delaware","10","2019","2019","Female","F",38,73132,52.0
,"55-64 years","55-64","Delaware","10","2019","2019","Male","M",91,64598,140.9
,"55-64 years","55-64","Delaware","10","2020","2020","Female","F",47,74361,63.2
,"55-64 years","55-64","Delaware","10","2020","2020","Male","M",82,65399,125.4
,"55-64 years","55-64","District of Columbia","11","1999","1999","Female","F",40,26467,151.1
,"55-64 years","55-64","District of Columbia","11","1999","1999","Male","M",53,22242,238.3
,"55-64 years","55-64","District of Columbia","11","2000","2000","Female","F",41,27056,151.5
