"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"75-84 years","75-84","Massachusetts","25","2019","2019","Female","F",529,193346,273.6
,"75-84 years","75-84","Massachusetts","25","2019","2019","Male","M",832,143158,581.2
,"75-84 years","75-84","Massachusetts","25","2020","2020","Female","F",523,198529,263.4
,"75-84 years","75-84","Massachusetts","25","2020","2020","Male","M",853,147662,577.7
,"75-84 years","75-84","Michigan","26","1999","1999","Female","F",3233,262240,1232.8
,"75-84 years","75-84","Michigan","26","1999","1999","Male","M",3373,167079,2018.8
,"75-84 years","75-84","Michigan","26","2000","2000","Female","F",3268,264076,1237.5
,"75-84 years","75-84","Michigan","26","2000","2000","Male","M",3203,169602,1888.5
,"75-84 years","75-84","Michigan","26","2001","2001","Female","F",3113,267681,1163.0
,"75-84 years","75-84","Michigan","26","2001","2001","Male","M",3279,174377,1880.4
,"75-84 years","75-84","Michigan","26","2002","2002","Female","F",3061,269933,1134.0
,"75-84 years","75-84","Michigan","26","2002","2002","Male","M",3303,178404,1851.4
,"75-84 years","75-84","Michigan","26","2003","2003","Female","F",2832,271158,1044.4
,"75-84 years","75-84","Michigan","26","2003","2003","Male","M",3087,181806,1698.0
,"75-84 years","75-84","Michigan","26","2004","2004","Female","F",2496,271532,919.2
,"75-84 years","75-84","Michigan","26","2004","2004","Male","M",2852,184112,1549.1
,"75-84 years","75-84","Michigan","26","2005","2005","Female","F",2518,270997,929.2
,"75-84 years","75-84","Michigan","26","2005","2005","Male","M",2787,186125,1497.4
,"75-84 years","75-84","Michigan","26","2006","2006","Female","F",2392,269818,886.5
,"75-84 years","75-84","Michigan","26","2006","2006","Male","M",2616,187460,1395.5
,"75-84 years","75-84","Michigan","26","2007","2007","Female","F",2211,268037,824.9
,"75-84 years","75-84","Michigan","26","2007","2007","Male","M",2545,187454,1357.7
,"75-84 years","75-84","Michigan","26","2008","2008","Female","F",2190,265153,825.9
,"75-84 years","75-84","Michigan","26","2008","2008","Male","M",2425,186815,1298.1
,"75-84 years","75-84","Michigan","26","2009","2009","Female","F",1891,260960,724.6
,"75-84 years","75-84","Michigan","26","2009","2009","Male","M",2294,184911,1240.6
,"75-84 years","75-84","Michigan","26","2010","2010","Female","F",1821,259385,702.0
,"75-84 years","75-84","Michigan","26","2010","2010","Male","M",2203,185555,1187.2
,"75-84 years","75-84","Michigan","26","2011","2011","Female","F",1758,257438,682.9
,"75-84 years","75-84","Michigan","26","2011","2011","Male","M",2159,186909,1155.1
,"75-84 years","75-84","Michigan","26","2012","2012","Female","F",1709,255939,667.7
,"75-84 years","75-84","Michigan","26","2012","2012","Male","M",2156,187007,1152.9
,"75-84 years","75-84","Michigan","26","2013","2013","Female","F",1610,254822,631.8
,"75-84 years","75-84","Michigan","26","2013","2013","Male","M",2143,188698,1135.7
,"75-84 years","75-84","Michigan","26","2014","2014","Female","F",1638,255831,640.3
,"75-84 years","75-84","Michigan","26","2014","2014","Male","M",2129,191655,1110.9
,"75-84 years","75-84","Michigan","26","2015","2015","Female","F",1512,256321,589.9
,"75-84 years","75-84","Michigan","26","2015","2015","Male","M",1990,194298,1024.2
,"75-84 years","75-84","Michigan","26","2016","2016","Female","F",1442,259113,556.5
,"75-84 years","75-84","Michigan","26","2016","2016","Male","M",1908,198418,961.6
,"75-84 years","75-84","Michigan","26","2017","2017","Female","F",1452,267013,543.8
,"75-84 years","75-84","Michigan","26","2017","2017","Male","M",2012,207207,971.0
,"75-84 years","75-84","Michigan","26","2018","2018","Female","F",1429,279162,511.9
,"75-84 years","75-84","Michigan","26","2018","2018","Male","M",2103,218754,961.4
,"75-84 years","75-84","Michigan","26","2019","2019","Female","F",1449,287964,503.2
,"75-84 years","75-84","Michigan","26","2019","2019","Male","M",2172,226721,958.0
,"75-84 years","75-84","Michigan","26","2020","2020","Female","F",1588,293726,540.6
,"75-84 years","75-84","Michigan","26","2020","2020","Male","M",2237,232240,963.2
,"75-84 years","75-84","Minnesota","27","1999","1999","Female","F",887,127770,694.2
,"75-84 years","75-84","Minnesota","27","1999","1999","Male","M",1131,84277,1342.0
,"75-84 years","75-84","Minnesota","27","2000","2000","Female","F",755,127654,591.4
,"75-84 years","75-84","Minnesota","27","2000","2000","Male","M",1105,85186,1297.2
,"75-84 years","75-84","Minnesota","27","2001","2001","Female","F",742,128459,577.6
,"75-84 years","75-84","Minnesota","27","2001","2001","Male","M",1030,87147,1181.9
,"75-84 years","75-84","Minnesota","27","2002","2002","Female","F",730,129321,564.5
,"75-84 years","75-84","Minnesota","27","2002","2002","Male","M",996,88520,1125.2
,"75-84 years","75-84","Minnesota","27","2003","2003","Female","F",596,129597,459.9
,"75-84 years","75-84","Minnesota","27","2003","2003","Male","M",915,89821,1018.7
,"75-84 years","75-84","Minnesota","27","2004","2004","Female","F",597,129596,460.7
,"75-84 years","75-84","Minnesota","27","2004","2004","Male","M",862,90722,950.2
,"75-84 years","75-84","Minnesota","27","2005","2005","Female","F",573,129176,443.6
,"75-84 years","75-84","Minnesota","27","2005","2005","Male","M",817,91789,890.1
,"75-84 years","75-84","Minnesota","27","2006","2006","Female","F",487,128985,377.6
,"75-84 years","75-84","Minnesota","27","2006","2006","Male","M",760,92697,819.9
,"75-84 years","75-84","Minnesota","27","2007","2007","Female","F",450,128662,349.8
,"75-84 years","75-84","Minnesota","27","2007","2007","Male","M",679,93691,724.7
,"75-84 years","75-84","Minnesota","27","2008","2008","Female","F",414,128021,323.4
,"75-84 years","75-84","Minnesota","27","2008","2008","Male","M",705,94091,749.3
,"75-84 years","75-84","Minnesota","27","2009","2009","Female","F",332,126976,261.5
,"75-84 years","75-84","Minnesota","27","2009","2009","Male","M",686,94695,724.4
,"75-84 years","75-84","Minnesota","27","2010","2010","Female","F",370,126701,292.0
,"75-84 years","75-84","Minnesota","27","2010","2010","Male","M",649,95329,680.8
,"75-84 years","75-84","Minnesota","27","2011","2011","Female","F",358,126992,281.9
,"75-84 years","75-84","Minnesota","27","2011","2011","Male","M",616,96762,636.6
,"75-84 years","75-84","Minnesota","27","2012","2012","Female","F",375,127590,293.9
,"75-84 years","75-84","Minnesota","27","2012","2012","Male","M",680,97833,695.1
,"75-84 years","75-84","Minnesota","27","2013","2013","Female","F",323,128420,251.5
,"75-84 years","75-84","Minnesota","27","2013","2013","Male","M",661,99710,662.9
,"75-84 years","75-84","Minnesota","27","2014","2014","Female","F",321,129889,247.1
,"75-84 years","75-84","Minnesota","27","2014","2014","Male","M",605,101900,593.7
,"75-84 years","75-84","Minnesota","27","2015","2015","Female","F",299,131559,227.3
,"75-84 years","75-84","Minnesota","27","2015","2015","Male","M",599,103970,576.1
,"75-84 years","75-84","Minnesota","27","2016","2016","Female","F",317,134149,236.3
,"75-84 years","75-84","Minnesota","27","2016","2016","Male","M",578,106467,542.9
,"75-84 years","75-84","Minnesota","27","2017","2017","Female","F",329,136975,240.2
,"75-84 years","75-84","Minnesota","27","2017","2017","Male","M",676,109559,617.0
,"75-84 years","75-84","Minnesota","27","2018","2018","Female","F",332,142760,232.6
,"75-84 years","75-84","Minnesota","27","2018","2018","Male","M",687,115178,596.5
,"75-84 years","75-84","Minnesota","27","2019","2019","Female","F",330,147354,224.0
,"75-84 years","75-84","Minnesota","27","2019","2019","Male","M",645,119359,540.4
,"75-84 years","75-84","Minnesota","27","2020","2020","Female","F",369,150932,244.5
,"75-84 years","75-84","Minnesota","27","2020","2020","Male","M",730,122954,593.7
,"75-84 years","75-84","Mississippi","28","1999","1999","Female","F",870,72305,1203.2
,"75-84 years","75-84","Mississippi","28","1999","1999","Male","M",799,42341,1887.1
,"75-84 years","75-84","Mississippi","28","2000","2000","Female","F",839,72341,1159.8
,"75-84 years","75-84","Mississippi","28","2000","2000","Male","M",770,42581,1808.3
,"75-84 years","75-84","Mississippi","28","2001","2001","Female","F",798,72656,1098.3
,"75-84 years","75-84","Mississippi","28","2001","2001","Male","M",734,43398,1691.3
,"75-84 years","75-84","Mississippi","28","2002","2002","Female","F",815,73256,1112.5
,"75-84 years","75-84","Mississippi","28","2002","2002","Male","M",738,44560,1656.2
,"75-84 years","75-84","Mississippi","28","2003","2003","Female","F",706,73706,957.9
,"75-84 years","75-84","Mississippi","28","2003","2003","Male","M",686,45358,1512.4
,"75-84 years","75-84","Mississippi","28","2004","2004","Female","F",620,73974,838.1
,"75-84 years","75-84","Mississippi","28","2004","2004","Male","M",673,46010,1462.7
,"75-84 years","75-84","Mississippi","28","2005","2005","Female","F",632,73967,854.4
,"75-84 years","75-84","Mississippi","28","2005","2005","Male","M",688,46524,1478.8
,"75-84 years","75-84","Mississippi","28","2006","2006","Female","F",555,73579,754.3
,"75-84 years","75-84","Mississippi","28","2006","2006","Male","M",579,46675,1240.5
,"75-84 years","75-84","Mississippi","28","2007","2007","Female","F",506,73462,688.8
,"75-84 years","75-84","Mississippi","28","2007","2007","Male","M",527,47105,1118.8
,"75-84 years","75-84","Mississippi","28","2008","2008","Female","F",519,73988,701.5
,"75-84 years","75-84","Mississippi","28","2008","2008","Male","M",558,47587,1172.6
,"75-84 years","75-84","Mississippi","28","2009","2009","Female","F",458,72995,627.4
,"75-84 years","75-84","Mississippi","28","2009","2009","Male","M",528,47734,1106.1
,"75-84 years","75-84","Mississippi","28","2010","2010","Female","F",434,73300,592.1
,"75-84 years","75-84","Mississippi","28","2010","2010","Male","M",519,48279,1075.0
,"75-84 years","75-84","Mississippi","28","2011","2011","Female","F",441,73792,597.6
,"75-84 years","75-84","Mississippi","28","2011","2011","Male","M",511,49665,1028.9
,"75-84 years","75-84","Mississippi","28","2012","2012","Female","F",424,74084,572.3
,"75-84 years","75-84","Mississippi","28","2012","2012","Male","M",488,50551,965.4
,"75-84 years","75-84","Mississippi","28","2013","2013","Female","F",384,74813,513.3
,"75-84 years","75-84","Mississippi","28","2013","2013","Male","M",508,52060,975.8
,"75-84 years","75-84","Mississippi","28","2014","2014","Female","F",346,75910,455.8
,"75-84 years","75-84","Mississippi","28","2014","2014","Male","M",503,53403,941.9
,"75-84 years","75-84","Mississippi","28","2015","2015","Female","F",364,76857,473.6
,"75-84 years","75-84","Mississippi","28","2015","2015","Male","M",544,54526,997.7
,"75-84 years","75-84","Mississippi","28","2016","2016","Female","F",401,78112,513.4
,"75-84 years","75-84","Mississippi","28","2016","2016","Male","M",491,55814,879.7
,"75-84 years","75-84","Mississippi","28","2017","2017","Female","F",359,79025,454.3
,"75-84 years","75-84","Mississippi","28","2017","2017","Male","M",472,57043,827.4
,"75-84 years","75-84","Mississippi","28","2018","2018","Female","F",343,81825,419.2
,"75-84 years","75-84","Mississippi","28","2018","2018","Male","M",528,59724,884.1
,"75-84 years","75-84","Mississippi","28","2019","2019","Female","F",372,83784,444.0
,"75-84 years","75-84","Mississippi","28","2019","2019","Male","M",542,61656,879.1
,"75-84 years","75-84","Mississippi","28","2020","2020","Female","F",487,85518,569.5
,"75-84 years","75-84","Mississippi","28","2020","2020","Male","M",574,62913,912.4
,"75-84 years","75-84","Missouri","29","1999","1999","Female","F",1987,161287,1232.0
,"75-84 years","75-84","Missouri","29","1999","1999","Male","M",2101,101295,2074.1
,"75-84 years","75-84","Missouri","29","2000","2000","Female","F",1824,161377,1130.3
,"75-84 years","75-84","Missouri","29","2000","2000","Male","M",1929,102205,1887.4
,"75-84 years","75-84","Missouri","29","2001","2001","Female","F",1752,162605,1077.5
,"75-84 years","75-84","Missouri","29","2001","2001","Male","M",1917,104733,1830.4
,"75-84 years","75-84","Missouri","29","2002","2002","Female","F",1641,163377,1004.4
,"75-84 years","75-84","Missouri","29","2002","2002","Male","M",1859,106775,1741.0
,"75-84 years","75-84","Missouri","29","2003","2003","Female","F",1705,163962,1039.9
,"75-84 years","75-84","Missouri","29","2003","2003","Male","M",1780,108755,1636.7
,"75-84 years","75-84","Missouri","29","2004","2004","Female","F",1542,163285,944.4
,"75-84 years","75-84","Missouri","29","2004","2004","Male","M",1687,110139,1531.7
,"75-84 years","75-84","Missouri","29","2005","2005","Female","F",1406,162982,862.7
,"75-84 years","75-84","Missouri","29","2005","2005","Male","M",1558,111206,1401.0
,"75-84 years","75-84","Missouri","29","2006","2006","Female","F",1351,162662,830.6
,"75-84 years","75-84","Missouri","29","2006","2006","Male","M",1507,112178,1343.4
,"75-84 years","75-84","Missouri","29","2007","2007","Female","F",1263,161327,782.9
,"75-84 years","75-84","Missouri","29","2007","2007","Male","M",1481,112705,1314.0
,"75-84 years","75-84","Missouri","29","2008","2008","Female","F",1235,160524,769.4
,"75-84 years","75-84","Missouri","29","2008","2008","Male","M",1464,113263,1292.6
,"75-84 years","75-84","Missouri","29","2009","2009","Female","F",1157,159442,725.7
,"75-84 years","75-84","Missouri","29","2009","2009","Male","M",1348,113717,1185.4
,"75-84 years","75-84","Missouri","29","2010","2010","Female","F",1052,159339,660.2
,"75-84 years","75-84","Missouri","29","2010","2010","Male","M",1272,114686,1109.1
,"75-84 years","75-84","Missouri","29","2011","2011","Female","F",1043,159300,654.7
,"75-84 years","75-84","Missouri","29","2011","2011","Male","M",1247,116449,1070.9
,"75-84 years","75-84","Missouri","29","2012","2012","Female","F",1012,158594,638.1
,"75-84 years","75-84","Missouri","29","2012","2012","Male","M",1246,117013,1064.8
,"75-84 years","75-84","Missouri","29","2013","2013","Female","F",913,159122,573.8
,"75-84 years","75-84","Missouri","29","2013","2013","Male","M",1212,119096,1017.7
,"75-84 years","75-84","Missouri","29","2014","2014","Female","F",877,160618,546.0
,"75-84 years","75-84","Missouri","29","2014","2014","Male","M",1196,121099,987.6
,"75-84 years","75-84","Missouri","29","2015","2015","Female","F",896,162025,553.0
,"75-84 years","75-84","Missouri","29","2015","2015","Male","M",1198,123205,972.4
,"75-84 years","75-84","Missouri","29","2016","2016","Female","F",840,164215,511.5
,"75-84 years","75-84","Missouri","29","2016","2016","Male","M",1121,125536,893.0
,"75-84 years","75-84","Missouri","29","2017","2017","Female","F",782,168227,464.8
,"75-84 years","75-84","Missouri","29","2017","2017","Male","M",1123,129474,867.4
,"75-84 years","75-84","Missouri","29","2018","2018","Female","F",813,174445,466.0
,"75-84 years","75-84","Missouri","29","2018","2018","Male","M",1182,135058,875.2
,"75-84 years","75-84","Missouri","29","2019","2019","Female","F",743,179201,414.6
,"75-84 years","75-84","Missouri","29","2019","2019","Male","M",1192,139140,856.7
,"75-84 years","75-84","Missouri","29","2020","2020","Female","F",828,182921,452.7
,"75-84 years","75-84","Missouri","29","2020","2020","Male","M",1210,142452,849.4
,"75-84 years","75-84","Montana","30","1999","1999","Female","F",184,24781,742.5
,"75-84 years","75-84","Montana","30","1999","1999","Male","M",227,17936,1265.6
,"75-84 years","75-84","Montana","30","2000","2000","Female","F",168,24888,675.0
,"75-84 years","75-84","Montana","30","2000","2000","Male","M",265,18205,1455.6
,"75-84 years","75-84","Montana","30","2001","2001","Female","F",141,24965,564.8
,"75-84 years","75-84","Montana","30","2001","2001","Male","M",222,18543,1197.2
,"75-84 years","75-84","Montana","30","2002","2002","Female","F",141,25007,563.8
,"75-84 years","75-84","Montana","30","2002","2002","Male","M",211,18676,1129.8
,"75-84 years","75-84","Montana","30","2003","2003","Female","F",134,25076,534.4
,"75-84 years","75-84","Montana","30","2003","2003","Male","M",237,18980,1248.7
,"75-84 years","75-84","Montana","30","2004","2004","Female","F",131,25201,519.8
,"75-84 years","75-84","Montana","30","2004","2004","Male","M",199,19308,1030.7
,"75-84 years","75-84","Montana","30","2005","2005","Female","F",113,25310,446.5
,"75-84 years","75-84","Montana","30","2005","2005","Male","M",190,19685,965.2
,"75-84 years","75-84","Montana","30","2006","2006","Female","F",134,25451,526.5
,"75-84 years","75-84","Montana","30","2006","2006","Male","M",180,20044,898.0
,"75-84 years","75-84","Montana","30","2007","2007","Female","F",123,25452,483.3
,"75-84 years","75-84","Montana","30","2007","2007","Male","M",179,20175,887.2
,"75-84 years","75-84","Montana","30","2008","2008","Female","F",120,25327,473.8
,"75-84 years","75-84","Montana","30","2008","2008","Male","M",184,20371,903.2
,"75-84 years","75-84","Montana","30","2009","2009","Female","F",119,25109,473.9
,"75-84 years","75-84","Montana","30","2009","2009","Male","M",149,20553,725.0
,"75-84 years","75-84","Montana","30","2010","2010","Female","F",93,25211,368.9
,"75-84 years","75-84","Montana","30","2010","2010","Male","M",168,20768,808.9
,"75-84 years","75-84","Montana","30","2011","2011","Female","F",116,25362,457.4
,"75-84 years","75-84","Montana","30","2011","2011","Male","M",191,21235,899.5
,"75-84 years","75-84","Montana","30","2012","2012","Female","F",94,25638,366.6
,"75-84 years","75-84","Montana","30","2012","2012","Male","M",185,21828,847.5
,"75-84 years","75-84","Montana","30","2013","2013","Female","F",77,26038,295.7
,"75-84 years","75-84","Montana","30","2013","2013","Male","M",170,22316,761.8
,"75-84 years","75-84","Montana","30","2014","2014","Female","F",99,26442,374.4
,"75-84 years","75-84","Montana","30","2014","2014","Male","M",185,22993,804.6
,"75-84 years","75-84","Montana","30","2015","2015","Female","F",96,26797,358.2
,"75-84 years","75-84","Montana","30","2015","2015","Male","M",189,23728,796.5
,"75-84 years","75-84","Montana","30","2016","2016","Female","F",99,27490,360.1
,"75-84 years","75-84","Montana","30","2016","2016","Male","M",200,24648,811.4
,"75-84 years","75-84","Montana","30","2017","2017","Female","F",98,27949,350.6
,"75-84 years","75-84","Montana","30","2017","2017","Male","M",197,25393,775.8
,"75-84 years","75-84","Montana","30","2018","2018","Female","F",120,29558,406.0
,"75-84 years","75-84","Montana","30","2018","2018","Male","M",235,27066,868.2
,"75-84 years","75-84","Montana","30","2019","2019","Female","F",129,30760,419.4
,"75-84 years","75-84","Montana","30","2019","2019","Male","M",206,28191,730.7
,"75-84 years","75-84","Montana","30","2020","2020","Female","F",91,31580,288.2
,"75-84 years","75-84","Montana","30","2020","2020","Male","M",260,29166,891.4
,"75-84 years","75-84","Nebraska","31","1999","1999","Female","F",402,49616,810.2
,"75-84 years","75-84","Nebraska","31","1999","1999","Male","M",461,32640,1412.4
,"75-84 years","75-84","Nebraska","31","2000","2000","Female","F",349,49540,704.5
,"75-84 years","75-84","Nebraska","31","2000","2000","Male","M",435,33003,1318.1
,"75-84 years","75-84","Nebraska","31","2001","2001","Female","F",326,49740,655.4
,"75-84 years","75-84","Nebraska","31","2001","2001","Male","M",418,33785,1237.2
,"75-84 years","75-84","Nebraska","31","2002","2002","Female","F",287,49837,575.9
,"75-84 years","75-84","Nebraska","31","2002","2002","Male","M",431,34234,1259.0
,"75-84 years","75-84","Nebraska","31","2003","2003","Female","F",279,49661,561.8
,"75-84 years","75-84","Nebraska","31","2003","2003","Male","M",404,34604,1167.5
,"75-84 years","75-84","Nebraska","31","2004","2004","Female","F",300,49872,601.5
,"75-84 years","75-84","Nebraska","31","2004","2004","Male","M",365,34927,1045.0
,"75-84 years","75-84","Nebraska","31","2005","2005","Female","F",242,49821,485.7
,"75-84 years","75-84","Nebraska","31","2005","2005","Male","M",347,35285,983.4
,"75-84 years","75-84","Nebraska","31","2006","2006","Female","F",228,49892,457.0
,"75-84 years","75-84","Nebraska","31","2006","2006","Male","M",316,35541,889.1
,"75-84 years","75-84","Nebraska","31","2007","2007","Female","F",195,49593,393.2
,"75-84 years","75-84","Nebraska","31","2007","2007","Male","M",334,35556,939.4
,"75-84 years","75-84","Nebraska","31","2008","2008","Female","F",195,49383,394.9
,"75-84 years","75-84","Nebraska","31","2008","2008","Male","M",313,35529,881.0
,"75-84 years","75-84","Nebraska","31","2009","2009","Female","F",199,48852,407.4
,"75-84 years","75-84","Nebraska","31","2009","2009","Male","M",283,35311,801.4
,"75-84 years","75-84","Nebraska","31","2010","2010","Female","F",198,48794,405.8
,"75-84 years","75-84","Nebraska","31","2010","2010","Male","M",250,35449,705.2
,"75-84 years","75-84","Nebraska","31","2011","2011","Female","F",181,48284,374.9
,"75-84 years","75-84","Nebraska","31","2011","2011","Male","M",245,35490,690.3
,"75-84 years","75-84","Nebraska","31","2012","2012","Female","F",165,47998,343.8
,"75-84 years","75-84","Nebraska","31","2012","2012","Male","M",264,35641,740.7
,"75-84 years","75-84","Nebraska","31","2013","2013","Female","F",162,47694,339.7
,"75-84 years","75-84","Nebraska","31","2013","2013","Male","M",281,35896,782.8
,"75-84 years","75-84","Nebraska","31","2014","2014","Female","F",164,47700,343.8
,"75-84 years","75-84","Nebraska","31","2014","2014","Male","M",248,36093,687.1
,"75-84 years","75-84","Nebraska","31","2015","2015","Female","F",184,47649,386.2
,"75-84 years","75-84","Nebraska","31","2015","2015","Male","M",283,36357,778.4
,"75-84 years","75-84","Nebraska","31","2016","2016","Female","F",154,47868,321.7
,"75-84 years","75-84","Nebraska","31","2016","2016","Male","M",274,36493,750.8
,"75-84 years","75-84","Nebraska","31","2017","2017","Female","F",158,48175,328.0
,"75-84 years","75-84","Nebraska","31","2017","2017","Male","M",269,37222,722.7
,"75-84 years","75-84","Nebraska","31","2018","2018","Female","F",132,49397,267.2
,"75-84 years","75-84","Nebraska","31","2018","2018","Male","M",243,38664,628.5
,"75-84 years","75-84","Nebraska","31","2019","2019","Female","F",156,50562,308.5
,"75-84 years","75-84","Nebraska","31","2019","2019","Male","M",268,39930,671.2
,"75-84 years","75-84","Nebraska","31","2020","2020","Female","F",145,51101,283.8
,"75-84 years","75-84","Nebraska","31","2020","2020","Male","M",270,40691,663.5
,"75-84 years","75-84","Nevada","32","1999","1999","Female","F",378,37914,997.0
,"75-84 years","75-84","Nevada","32","1999","1999","Male","M",486,30067,1616.4
,"75-84 years","75-84","Nevada","32","2000","2000","Female","F",335,39006,858.8
,"75-84 years","75-84","Nevada","32","2000","2000","Male","M",450,31159,1444.2
,"75-84 years","75-84","Nevada","32","2001","2001","Female","F",375,41767,897.8
,"75-84 years","75-84","Nevada","32","2001","2001","Male","M",497,33477,1484.6
,"75-84 years","75-84","Nevada","32","2002","2002","Female","F",352,43724,805.0
,"75-84 years","75-84","Nevada","32","2002","2002","Male","M",459,35203,1303.9
,"75-84 years","75-84","Nevada","32","2003","2003","Female","F",355,45549,779.4
,"75-84 years","75-84","Nevada","32","2003","2003","Male","M",458,36940,1239.8
,"75-84 years","75-84","Nevada","32","2004","2004","Female","F",325,46884,693.2
,"75-84 years","75-84","Nevada","32","2004","2004","Male","M",487,38757,1256.5
,"75-84 years","75-84","Nevada","32","2005","2005","Female","F",335,48026,697.5
,"75-84 years","75-84","Nevada","32","2005","2005","Male","M",461,40038,1151.4
,"75-84 years","75-84","Nevada","32","2006","2006","Female","F",306,49023,624.2
,"75-84 years","75-84","Nevada","32","2006","2006","Male","M",435,40817,1065.7
,"75-84 years","75-84","Nevada","32","2007","2007","Female","F",267,49336,541.2
,"75-84 years","75-84","Nevada","32","2007","2007","Male","M",444,41776,1062.8
,"75-84 years","75-84","Nevada","32","2008","2008","Female","F",275,49962,550.4
,"75-84 years","75-84","Nevada","32","2008","2008","Male","M",404,42723,945.6
,"75-84 years","75-84","Nevada","32","2009","2009","Female","F",253,50749,498.5
,"75-84 years","75-84","Nevada","32","2009","2009","Male","M",390,43783,890.8
,"75-84 years","75-84","Nevada","32","2010","2010","Female","F",275,51529,533.7
,"75-84 years","75-84","Nevada","32","2010","2010","Male","M",417,44862,929.5
,"75-84 years","75-84","Nevada","32","2011","2011","Female","F",270,52798,511.4
,"75-84 years","75-84","Nevada","32","2011","2011","Male","M",425,46732,909.4
,"75-84 years","75-84","Nevada","32","2012","2012","Female","F",264,54586,483.6
,"75-84 years","75-84","Nevada","32","2012","2012","Male","M",441,48623,907.0
,"75-84 years","75-84","Nevada","32","2013","2013","Female","F",277,56939,486.5
,"75-84 years","75-84","Nevada","32","2013","2013","Male","M",444,50726,875.3
,"75-84 years","75-84","Nevada","32","2014","2014","Female","F",312,59618,523.3
,"75-84 years","75-84","Nevada","32","2014","2014","Male","M",502,53502,938.3
,"75-84 years","75-84","Nevada","32","2015","2015","Female","F",313,62131,503.8
,"75-84 years","75-84","Nevada","32","2015","2015","Male","M",516,56228,917.7
,"75-84 years","75-84","Nevada","32","2016","2016","Female","F",345,65227,528.9
,"75-84 years","75-84","Nevada","32","2016","2016","Male","M",658,58780,1119.4
,"75-84 years","75-84","Nevada","32","2017","2017","Female","F",378,68715,550.1
,"75-84 years","75-84","Nevada","32","2017","2017","Male","M",621,62485,993.8
,"75-84 years","75-84","Nevada","32","2018","2018","Female","F",360,73160,492.1
,"75-84 years","75-84","Nevada","32","2018","2018","Male","M",605,66407,911.0
,"75-84 years","75-84","Nevada","32","2019","2019","Female","F",392,77657,504.8
,"75-84 years","75-84","Nevada","32","2019","2019","Male","M",676,70136,963.8
,"75-84 years","75-84","Nevada","32","2020","2020","Female","F",380,82428,461.0
,"75-84 years","75-84","Nevada","32","2020","2020","Male","M",659,73862,892.2
,"75-84 years","75-84","New Hampshire","33","1999","1999","Female","F",317,30607,1035.7
,"75-84 years","75-84","New Hampshire","33","1999","1999","Male","M",332,20130,1649.3
,"75-84 years","75-84","New Hampshire","33","2000","2000","Female","F",338,30892,1094.1
,"75-84 years","75-84","New Hampshire","33","2000","2000","Male","M",323,20520,1574.1
,"75-84 years","75-84","New Hampshire","33","2001","2001","Female","F",321,31273,1026.4
,"75-84 years","75-84","New Hampshire","33","2001","2001","Male","M",348,20919,1663.6
,"75-84 years","75-84","New Hampshire","33","2002","2002","Female","F",313,31788,984.6
,"75-84 years","75-84","New Hampshire","33","2002","2002","Male","M",361,21380,1688.5
,"75-84 years","75-84","New Hampshire","33","2003","2003","Female","F",293,32213,909.6
,"75-84 years","75-84","New Hampshire","33","2003","2003","Male","M",315,21757,1447.8
,"75-84 years","75-84","New Hampshire","33","2004","2004","Female","F",280,32573,859.6
,"75-84 years","75-84","New Hampshire","33","2004","2004","Male","M",320,22324,1433.4
,"75-84 years","75-84","New Hampshire","33","2005","2005","Female","F",236,32733,721.0
,"75-84 years","75-84","New Hampshire","33","2005","2005","Male","M",252,22677,1111.3
,"75-84 years","75-84","New Hampshire","33","2006","2006","Female","F",238,32797,725.7
,"75-84 years","75-84","New Hampshire","33","2006","2006","Male","M",251,23084,1087.3
,"75-84 years","75-84","New Hampshire","33","2007","2007","Female","F",216,32858,657.4
,"75-84 years","75-84","New Hampshire","33","2007","2007","Male","M",265,23545,1125.5
,"75-84 years","75-84","New Hampshire","33","2008","2008","Female","F",153,32790,466.6
,"75-84 years","75-84","New Hampshire","33","2008","2008","Male","M",270,23906,1129.4
,"75-84 years","75-84","New Hampshire","33","2009","2009","Female","F",165,32499,507.7
,"75-84 years","75-84","New Hampshire","33","2009","2009","Male","M",228,24199,942.2
,"75-84 years","75-84","New Hampshire","33","2010","2010","Female","F",155,32376,478.7
,"75-84 years","75-84","New Hampshire","33","2010","2010","Male","M",209,24369,857.6
,"75-84 years","75-84","New Hampshire","33","2011","2011","Female","F",136,32518,418.2
,"75-84 years","75-84","New Hampshire","33","2011","2011","Male","M",232,24914,931.2
,"75-84 years","75-84","New Hampshire","33","2012","2012","Female","F",134,32398,413.6
,"75-84 years","75-84","New Hampshire","33","2012","2012","Male","M",230,25252,910.8
,"75-84 years","75-84","New Hampshire","33","2013","2013","Female","F",156,32873,474.6
,"75-84 years","75-84","New Hampshire","33","2013","2013","Male","M",208,25720,808.7
,"75-84 years","75-84","New Hampshire","33","2014","2014","Female","F",158,33033,478.3
,"75-84 years","75-84","New Hampshire","33","2014","2014","Male","M",211,26290,802.6
,"75-84 years","75-84","New Hampshire","33","2015","2015","Female","F",129,33450,385.7
,"75-84 years","75-84","New Hampshire","33","2015","2015","Male","M",223,26990,826.2
,"75-84 years","75-84","New Hampshire","33","2016","2016","Female","F",148,34149,433.4
,"75-84 years","75-84","New Hampshire","33","2016","2016","Male","M",209,27671,755.3
